source_record_id,asset_type,substation_name,voltage_level,summer_total_capacity_mva,summer_firm_capacity_mva,summer_load_transfer_capacity_mva,summer_95pct_peak_exceeded_hours_per_year,summer_embedded_solar_pv_mw,summer_embedded_other_generation_mw,winter_total_capacity_mva,winter_firm_capacity_mva,winter_load_transfer_capacity_mva,winter_95pct_peak_exceeded_hours_per_year,winter_embedded_solar_pv_mw,winter_embedded_other_generation_mw,summer_actual_2022_23_mva,summer_actual_2022_23_pf,summer_actual_2023_24_mva,summer_actual_2023_24_pf,summer_actual_2024_25_mva,summer_actual_2024_25_pf,winter_actual_2022_mva,winter_actual_2022_pf,winter_actual_2023_mva,winter_actual_2023_pf,winter_actual_2024_mva,winter_actual_2024_pf,summer_forecast_2025_26_mva,summer_forecast_2025_26_pf,summer_forecast_2026_27_mva,summer_forecast_2026_27_pf,summer_forecast_2027_28_mva,summer_forecast_2027_28_pf,summer_forecast_2028_29_mva,summer_forecast_2028_29_pf,summer_forecast_2029_30_mva,summer_forecast_2029_30_pf,winter_forecast_2025_mva,winter_forecast_2025_pf,winter_forecast_2026_mva,winter_forecast_2026_pf,winter_forecast_2027_mva,winter_forecast_2027_pf,winter_forecast_2028_mva,winter_forecast_2028_pf,winter_forecast_2029_mva,winter_forecast_2029_pf,summer_apparent_firm_margin_latest_mva,summer_apparent_firm_margin_2029_30_mva,winter_apparent_firm_margin_latest_mva,winter_apparent_firm_margin_2029_mva,capacity_interpretation
zone_substation|STRATHFIELD SOUTH|132/11kV,zone_substation,STRATHFIELD SOUTH,132/11kV,134.76,67.26,0.0,0.5,10.66619,0.0264,135.01,67.5,0.0,0.0,9.596895,0.0264,27.78,0.99,31.86,0.9,29.23,0.99,25.74,1.0,25.42,0.9,24.88,1.0,30.28,0.99,31.23,0.99,30.94,0.99,30.75,0.99,30.55,0.99,25.1,0.99,25.84,0.99,26.71,0.99,26.61,0.99,26.56,0.99,38.03,36.71,42.62,40.94,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|SUMMER HILL|33/11kV,zone_substation,SUMMER HILL,33/11kV,100.9,61.73,0.0,0.0,13.67585,0.0,100.9,61.73,0.0,6.75,12.37854,0.0,42.35,0.9,37.32,0.9,43.4,0.9,3.24,0.9,38.99,0.9,46.86,0.9,55.74,0.9,57.61,0.9,57.45,0.9,58.03,0.9,58.94,0.9,56.09,0.9,55.64,0.9,57.45,0.9,57.25,0.9,57.74,0.9,18.33,2.79,14.87,3.99,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|SURRY HILLS|33/11kV,zone_substation,SURRY HILLS,33/11kV,78.0,0.0,29.4,4.5,1.75504,3.74,78.0,0.0,22.8,0.0,1.563875,3.74,29.93,0.9,33.02,0.9,32.17,0.99,25.19,0.94,25.7,0.9,23.51,1.0,38.93,0.9,58.83,0.9,58.78,0.9,58.77,0.9,59.41,0.9,28.39,0.9,28.5,0.9,44.68,0.9,44.88,0.9,45.47,0.9,-32.17,-59.41,-23.51,-45.47,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|SWANSEA|33/11kV,zone_substation,SWANSEA,33/11kV,29.87,16.42,4.780561050547242,0.5,13.24007,0.01466,29.87,16.42,3.807254786562993,0.0,12.113255,0.01466,15.08,1.0,14.45,1.0,15.57,1.0,12.12,1.0,11.82,1.0,12.4,1.0,16.82,1.0,17.16,1.0,17.32,1.0,17.32,1.0,17.36,1.0,13.68,1.0,13.46,1.0,13.62,1.0,13.65,1.0,13.53,1.0,0.85,-0.94,4.02,2.89,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|TANILBA BAY|33/11kV,zone_substation,TANILBA BAY,33/11kV,38.75,18.73,0.39724126964831447,1.0,9.662945,0.0,40.47,18.75,0.3071691212978246,0.0,8.971485,0.0,11.33,0.99,11.92,0.95,12.04,1.0,9.39,1.0,9.26,1.0,9.31,1.0,13.0,0.95,13.14,0.95,13.13,0.95,13.22,0.95,13.21,0.95,10.33,1.0,10.2,1.0,10.32,1.0,10.56,1.0,11.05,1.0,6.69,5.52,9.44,7.7,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|TARRO|33/11kV,zone_substation,TARRO,33/11kV,47.63,23.82,14.355655084999233,1.0,5.38669,0.0,47.63,23.82,10.982855568484112,0.0,4.84007,0.0,19.24,0.96,20.26,0.97,20.26,0.97,15.78,0.97,15.54,0.96,15.5,0.96,16.78,0.97,17.62,0.97,17.34,0.97,17.57,0.97,16.13,0.97,15.47,0.96,15.46,0.96,16.34,0.96,16.26,0.96,16.87,0.96,3.56,7.69,8.32,6.95,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|TELARAH|33/11kV,zone_substation,TELARAH,33/11kV,28.88,15.24,6.9,0.5,10.70064,0.0,30.48,15.24,3.7,0.0,10.056165,0.0,13.21,1.0,17.1,1.0,18.12,1.0,9.32,1.0,8.95,1.0,11.02,1.0,16.34,1.0,16.77,1.0,17.0,1.0,17.1,1.0,17.43,1.0,9.97,1.0,10.4,1.0,10.61,1.0,10.69,1.0,10.69,1.0,-2.88,-2.19,4.22,4.55,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|TERREY HILLS|33/11kV,zone_substation,TERREY HILLS,33/11kV,54.01,23.82,3.5025627147322447,0.5,5.287335,0.0,54.01,23.82,3.484703886358849,0.75,4.46153,0.0,14.01,0.94,15.16,0.9,15.69,0.94,12.39,0.97,12.18,0.9,15.61,0.94,13.9,0.94,14.27,0.94,14.08,0.94,14.19,0.94,14.4,0.94,12.4,0.94,13.22,0.94,13.99,0.94,14.18,0.94,14.57,0.94,8.13,9.42,8.21,9.25,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|THORNTON|33/11kV,zone_substation,THORNTON,33/11kV,110.89,61.01,24.460948348249044,0.25,30.218935,0.52,114.32,67.1,14.129112657948594,0.0,27.72904,0.52,29.25,0.94,34.8,1.0,39.23,1.0,19.82,0.93,21.77,1.0,22.66,1.0,36.73,0.93,37.54,0.93,37.75,0.93,38.65,0.93,38.76,0.93,28.13,0.91,27.88,0.91,28.5,0.91,28.76,0.91,29.73,0.91,21.78,22.25,44.44,37.37,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|TIGHES HILL|33/11kV,zone_substation,TIGHES HILL,33/11kV,71.14,38.52,12.7,1.5,7.29549,0.0,71.14,38.52,14.2,0.0,6.6976,0.0,21.43,0.97,20.5,0.99,23.46,0.98,21.02,0.98,21.64,0.99,19.79,0.99,28.3,0.99,28.43,0.99,27.99,0.99,28.73,0.99,28.65,0.99,26.07,0.99,27.26,0.99,27.69,0.99,27.6,0.99,28.74,0.99,15.06,9.87,18.73,9.78,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|TOMAGO|33/11kV,zone_substation,TOMAGO,33/11kV,74.3,38.11,10.97,5.0,2.7303,0.0,74.3,38.11,10.79,12.0,2.51134,0.0,10.66,0.95,11.85,0.95,10.97,0.95,10.21,0.96,11.13,0.96,10.79,0.96,10.36,0.95,10.23,0.95,10.0,0.95,12.25,0.95,12.71,0.95,10.56,0.96,10.78,0.96,11.18,0.96,11.44,0.96,13.79,0.96,27.14,25.4,27.32,24.32,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|TOMALPIN|33/11kV,zone_substation,TOMALPIN,33/11kV,20.77,0.0,1.14722369422945,0.75,0.0,0.0,22.16,0.0,1.178063040848521,0.75,0.0,0.0,1.74,0.92,1.92,0.9,1.86,0.93,1.86,0.95,1.88,0.93,1.91,0.93,1.49,0.9,1.46,0.9,1.44,0.9,1.42,0.9,1.39,0.9,1.45,0.93,1.45,0.93,1.43,0.93,1.42,0.93,1.4,0.93,-1.86,-1.39,-1.91,-1.4,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|TOMAREE|33/11kV,zone_substation,TOMAREE,33/11kV,73.3,38.11,3.2884008867720795,1.0,10.811486,0.0,73.3,38.11,3.0333390231186046,0.0,9.79239,0.0,13.28,1.0,24.71,0.99,15.6,1.0,13.87,1.0,13.68,1.0,14.39,1.0,18.56,0.99,18.85,0.99,18.61,0.99,18.36,0.99,18.16,0.99,15.82,1.0,15.71,1.0,15.98,1.0,15.82,1.0,15.64,1.0,22.51,19.95,23.72,22.47,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|TOP RYDE|132/11kV,zone_substation,TOP RYDE,132/11kV,113.29,61.25,0.0,0.25,16.376375,0.0066,113.29,61.25,0.0,0.0,14.822975,0.0066,45.67,0.99,49.75,0.9,51.15,0.99,37.04,1.0,37.32,0.9,31.23,1.0,45.27,0.99,45.55,0.99,45.3,0.99,45.81,0.99,45.99,0.99,39.04,0.99,40.3,0.99,40.66,0.99,40.68,0.99,41.28,0.99,10.1,15.26,30.02,19.97,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|TORONTO WEST|132/11kV,zone_substation,TORONTO WEST,132/11kV,76.21,38.11,9.57618244417206,0.75,12.136245,0.00666,76.21,38.11,6.894178756998322,0.0,11.277955,0.00666,18.9,0.99,19.52,0.99,22.78,0.99,16.01,1.0,15.36,1.0,16.4,1.0,20.68,0.99,21.08,0.99,21.6,0.99,22.43,0.99,22.61,0.99,16.83,1.0,16.95,1.0,17.22,1.0,17.7,1.0,18.53,1.0,15.33,15.5,21.71,19.58,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|TURRAMURRA|33/11kV,zone_substation,TURRAMURRA,33/11kV,72.52,42.3,0.0,0.5,15.878015,0.0,73.61,44.29,0.0,0.0,14.234155,0.0,32.85,1.0,36.64,1.0,36.15,1.0,36.31,1.0,34.6,1.0,33.61,1.0,33.51,1.0,34.86,1.0,35.2,1.0,35.45,1.0,35.18,1.0,33.85,1.0,33.72,1.0,35.1,1.0,35.47,1.0,35.74,1.0,6.15,7.12,10.68,8.55,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|UMINA|66/11kV,zone_substation,UMINA,66/11kV,71.41,35.7,12.840071290596494,0.75,16.523125,1.29148,75.71,37.86,10.359789320350364,0.0,15.042875,1.274,29.71,0.95,29.71,0.9,31.32,0.95,25.74,0.98,24.44,0.9,25.27,0.95,28.44,0.95,29.4,0.95,29.4,0.95,29.54,0.95,29.73,0.95,28.3,0.95,27.66,0.95,28.7,0.95,28.74,0.95,29.06,0.95,4.38,5.97,12.59,8.8,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|VALES POINT|33/11kV,zone_substation,VALES POINT,33/11kV,30.48,15.24,0.0,0.0,0.0,0.0,30.48,15.24,0.0,0.0,0.0,0.0,6.0,0.83,5.78,0.9,6.41,0.83,6.42,0.68,6.29,0.9,6.51,0.83,2.45,0.83,2.37,0.83,2.31,0.83,2.26,0.83,2.19,0.83,6.19,0.83,6.23,0.83,6.17,0.83,6.13,0.83,6.11,0.83,8.83,13.05,8.73,9.13,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|WAMBERAL|132/11kV,zone_substation,WAMBERAL,132/11kV,72.49,34.39,18.48,0.25,12.57343,0.01365,74.97,36.87,13.55,0.0,11.836375,0.01365,14.8,1.0,13.96,1.0,18.48,1.0,14.77,1.0,13.77,1.0,13.55,1.0,15.5,1.0,15.98,1.0,15.99,1.0,15.89,1.0,15.82,1.0,14.5,1.0,14.24,1.0,14.54,1.0,14.68,1.0,14.48,1.0,15.91,18.57,23.32,22.39,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|WAVERLEY|132/11kV,zone_substation,WAVERLEY,132/11kV,125.98,61.79,28.994085680650844,0.0,8.995655,0.00602,130.01,65.01,39.345887397004205,6.75,8.07484,0.00602,32.75,0.9,31.44,1.0,32.07,1.0,42.13,0.9,38.52,1.0,43.52,1.0,32.56,1.0,32.89,1.0,32.65,1.0,32.24,1.0,31.96,1.0,41.12,1.0,40.7,1.0,41.4,1.0,41.3,1.0,41.02,1.0,29.72,29.83,21.49,23.99,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|WEST GOSFORD|132/11kV,zone_substation,WEST GOSFORD,132/11kV,130.01,65.01,29.999991727563856,0.5,19.339345,0.024,130.01,65.01,22.267056174445024,0.0,18.03226,0.024,46.44,0.99,46.98,0.99,50.55,0.99,39.1,1.0,36.72,1.0,37.52,1.0,47.34,0.99,47.6,0.99,47.67,0.99,47.22,0.99,46.83,0.99,41.03,1.0,40.45,1.0,41.29,1.0,41.79,1.0,43.32,1.0,14.46,18.18,27.49,21.69,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|WILLIAMTOWN|33/11kV,zone_substation,WILLIAMTOWN,33/11kV,48.01,24.01,5.48,1.5,3.850365,0.0,48.01,24.01,4.82,0.0,3.242445,0.0,2.95,0.99,6.27,0.9,5.48,1.0,4.12,1.0,4.36,0.9,4.82,0.9,5.1,1.0,5.18,1.0,6.27,1.0,6.34,1.0,8.25,1.0,4.43,1.0,4.59,1.0,4.67,1.0,5.64,1.0,7.0,1.0,18.53,15.76,19.19,17.01,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|WOY WOY|66/11kV,zone_substation,WOY WOY,66/11kV,62.0,30.75,11.880116015358155,0.5,10.617915,0.32999,68.02,32.66,10.278909061243755,0.0,9.659125,0.00999,19.63,0.96,22.54,0.9,19.81,0.95,16.88,0.97,21.49,0.9,17.14,0.96,23.22,0.96,23.65,0.96,23.62,0.96,23.6,0.96,23.65,0.96,21.86,0.96,21.52,0.96,21.95,0.96,21.95,0.96,21.92,0.96,10.94,7.1,15.52,10.74,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|WYONG|132/11kV,zone_substation,WYONG,132/11kV,110.26,54.01,21.893047921749453,0.5,30.522375,2.22666,115.17,58.82,14.35236715294328,0.0,28.19131,2.22666,42.2,0.99,40.06,0.99,47.15,0.99,31.68,1.0,32.81,1.0,30.91,1.0,43.77,0.99,44.72,0.99,48.24,0.99,49.85,0.99,50.51,0.99,33.53,1.0,34.6,1.0,35.47,1.0,38.95,1.0,40.59,1.0,6.86,3.5,27.91,18.23,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|ZETLAND|132/11kV,zone_substation,ZETLAND,132/11kV,152.42,83.6,0.0,2.75,5.511655,0.00528,152.42,90.31,0.0,0.0,5.10294,0.00528,66.17,1.0,67.09,0.9,68.11,1.0,52.15,1.0,49.06,0.9,52.28,1.0,76.39,0.99,77.75,0.99,77.45,0.99,77.3,0.99,78.12,0.99,49.85,0.99,57.01,0.99,58.33,0.99,58.13,0.99,58.69,0.99,15.49,5.48,38.03,31.62,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|MATRAVILLE|33/11kV,zone_substation,MATRAVILLE,33/11kV,86.84,57.02,0.0,0.0,13.366175,2.944,88.87,58.48,0.0,4.5,12.27444,2.944,34.58,0.92,29.51,1.0,27.34,1.0,37.94,0.96,29.34,1.0,31.35,1.0,24.74,1.0,24.68,1.0,24.32,1.0,23.78,1.0,23.24,1.0,30.85,1.0,30.5,1.0,30.64,1.0,30.49,1.0,30.09,1.0,29.68,33.78,27.13,28.39,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|RNS HOSPITAL|132/11kV,zone_substation,RNS HOSPITAL,132/11kV,97.32,53.54,8.170086213796345,4.25,0.181755,0.0,97.32,53.54,6.011113205263737,0.0,0.093205,0.0,13.5,0.99,11.87,1.0,11.05,0.99,15.73,0.99,11.12,1.0,8.13,1.0,10.49,1.0,10.42,1.0,10.54,1.0,10.41,1.0,10.31,1.0,7.93,1.0,7.87,1.0,7.84,1.0,7.96,1.0,7.87,1.0,42.49,43.23,45.41,45.67,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|LEMINGTON|66/11kV,zone_substation,LEMINGTON,66/11kV,22.63,6.74,1.4589539325418672,5.25,0.484765,0.0,24.54,6.74,0.7239084398108502,0.0,0.459965,0.0,2.3,0.96,2.27,0.95,2.62,0.94,1.55,1.0,1.94,0.97,1.3,1.0,2.18,0.95,2.18,0.95,2.1,0.95,2.04,0.95,1.96,0.95,1.82,0.97,1.83,0.97,1.85,0.97,1.82,0.97,1.77,0.97,4.12,4.78,5.44,4.97,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|MOUNT THORLEY|66/11kV,zone_substation,MOUNT THORLEY,66/11kV,35.17,20.25,2.0811171423432215,2.0,5.634805,0.0,35.17,20.25,1.6369544475918287,0.0,5.41209,0.0,5.14,1.0,6.39,0.99,5.81,1.0,4.29,0.99,5.13,1.0,4.57,1.0,6.02,0.99,6.14,0.99,5.93,0.99,5.86,0.99,5.77,0.99,5.48,1.0,5.51,1.0,5.87,1.0,5.98,1.0,6.08,1.0,14.44,14.48,15.68,14.17,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|NEWDELL|66/11kV,zone_substation,NEWDELL,66/11kV,47.63,23.82,1.572615997301328,0.0,0.19515,0.0,47.63,23.82,1.7068637043880268,0.5,0.19515,0.0,3.52,0.97,2.83,0.96,2.46,0.96,3.96,0.98,3.53,0.97,2.67,0.96,2.57,0.96,2.49,0.96,2.38,0.96,2.25,0.96,2.13,0.96,2.62,0.97,2.59,0.97,2.52,0.97,2.44,0.97,2.36,0.97,21.36,21.69,21.15,21.46,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|GWAWLEY BAY|132/11kV,zone_substation,GWAWLEY BAY,132/11kV,91.81,45.1,17.231836231205385,4.0,11.194985,0.0,91.81,45.1,15.754437957290662,0.0,10.19032,0.0,30.09,0.9,28.33,1.0,25.66,1.0,24.25,0.99,22.75,0.99,23.46,1.0,26.6,1.0,27.72,1.0,27.74,1.0,27.93,1.0,27.81,1.0,24.26,0.99,24.22,0.99,25.34,0.99,25.4,0.99,25.52,0.99,19.44,17.29,21.64,19.58,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|LUCAS HEIGHTS|33/11kV,zone_substation,LUCAS HEIGHTS,33/11kV,38.45,19.22,0.0,1.5,0.0,0.0,44.05,22.02,0.0,0.0,0.0,0.0,8.42,0.91,9.18,0.9,14.4,0.91,7.53,0.97,7.71,0.9,7.44,0.91,8.77,0.91,8.73,0.91,8.72,0.91,8.75,0.91,8.74,0.91,5.52,0.91,5.6,0.91,5.59,0.91,5.6,0.91,5.64,0.91,4.82,10.48,14.58,16.38,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|GRAVING DOCK NO 1|33/11kV,zone_substation,GRAVING DOCK NO 1,33/11kV,18.69,0.0,0.0,0.0,0.0,0.0,20.75,0.0,0.0,0.0,0.0,0.0,7.74,0.9,12.96,0.9,11.05,0.9,9.41,0.9,11.63,0.9,10.34,0.9,7.7,0.9,7.7,0.9,7.7,0.9,7.7,0.9,7.7,0.9,4.3,0.9,4.3,0.9,4.3,0.9,4.3,0.9,4.3,0.9,-11.05,-7.7,-10.34,-4.3,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|GRAVING DOCK NO 2|33/11kV,zone_substation,GRAVING DOCK NO 2,33/11kV,18.69,0.0,0.0,0.0,0.0,0.0,20.75,0.0,0.0,0.0,0.0,0.0,10.57,0.9,12.97,0.9,11.07,0.9,2.5,0.9,8.4,0.9,10.35,0.9,5.7,0.9,5.7,0.9,5.7,0.9,5.7,0.9,5.7,0.9,7.4,0.9,7.4,0.9,7.4,0.9,7.4,0.9,7.4,0.9,-11.07,-5.7,-10.35,-7.4,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
subtransmission_substation|ALEXANDRIA|132/33kV,subtransmission_substation,ALEXANDRIA,132/33kV,275.73,142.9,0.0,0.5,0.0,0.0,275.7,142.9,0.0,,0.0,0.0,26.19,1.0,25.5,1.0,24.54,1.0,28.91,1.0,22.42,1.0,24.42,0.99,48.87,1.0,54.5,1.0,62.84,1.0,78.08,1.0,93.27,1.0,24.37,1.0,46.85,1.0,51.68,1.0,58.83,1.0,71.93,1.0,118.36,49.63,118.48,70.97,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
subtransmission_substation|ARGENTON|132/33kV,subtransmission_substation,ARGENTON,132/33kV,285.8,142.9,0.0,1.5,59.97085,0.5204,285.8,142.9,0.0,,56.140145,0.5138,88.69,0.98,93.23,0.98,105.25,0.98,62.75,1.0,58.55,1.0,62.51,1.0,78.33,0.98,79.48,0.98,79.42,0.98,79.24,0.98,79.36,0.98,64.54,1.0,63.88,1.0,64.78,1.0,64.84,1.0,64.66,1.0,37.65,63.54,80.39,78.24,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
subtransmission_substation|AWABA|132/33kV,subtransmission_substation,AWABA,132/33kV,135.1,68.6,0.0,0.5,0.116,0.0,137.2,68.6,0.0,,0.116,0.0,9.79,1.0,4.3,1.0,8.13,0.97,8.35,0.95,6.5,0.99,8.15,0.96,9.34,1.0,9.3,1.0,23.85,1.0,23.87,1.0,23.88,1.0,6.74,0.99,6.85,0.99,6.83,0.99,23.03,0.99,23.05,0.99,60.47,44.72,60.45,45.55,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
subtransmission_substation|BANKSTOWN|132/33kV,subtransmission_substation,BANKSTOWN,132/33kV,206.5,139.4,0.0,2.5,20.639495,0.0,206.5,147.2,0.0,,19.02701,0.0,69.18,0.9,70.14,0.9,66.76,0.9,62.95,0.9,63.55,0.9,65.15,0.9,71.47,0.9,73.23,0.9,72.91,0.9,72.71,0.9,72.97,0.9,66.82,0.9,67.03,0.9,68.72,0.9,68.68,0.9,68.64,0.9,72.64,66.43,82.05,78.56,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
subtransmission_substation|BERESFIELD|132/33kV,subtransmission_substation,BERESFIELD,132/33kV,239.8,150.1,0.0,1.8,60.710676,2.62,239.8,158.6,0.0,,56.323341,2.62,94.27,0.97,110.2,0.95,113.91,0.97,67.7,0.99,67.05,0.99,70.09,1.0,88.97,0.95,90.83,0.95,90.63,0.95,91.53,0.95,89.97,0.95,72.03,0.99,70.42,0.99,72.16,0.99,72.34,0.99,73.52,0.99,36.19,60.13,88.51,85.08,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
subtransmission_substation|BUNNERONG NORTH|132/33kV,subtransmission_substation,BUNNERONG NORTH,132/33kV,505.1,312.6,0.0,36.5,29.266515,16.664,505.1,312.6,0.0,,27.008865,14.664,181.08,0.94,168.5,1.0,154.1,1.0,171.69,0.98,150.68,1.0,144.92,1.0,218.25,0.8,220.6,0.8,223.02,0.8,226.36,0.8,230.34,0.8,192.68,0.8,205.62,0.8,208.53,0.8,211.69,0.8,215.37,0.8,158.5,82.26,167.68,97.23,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
subtransmission_substation|CANTERBURY|132/33kV,subtransmission_substation,CANTERBURY,132/33kV,285.6,186.6,0.0,2.0,35.76094,0.0,310.9,205.3,0.0,0.8,32.422155,0.0,115.58,0.99,120.19,1.0,112.96,1.0,110.51,1.0,109.13,1.0,112.65,1.0,161.75,1.0,164.3,1.0,164.12,1.0,164.83,1.0,167.09,1.0,128.45,1.0,158.33,1.0,160.79,1.0,160.65,1.0,161.14,1.0,73.64,19.51,92.65,44.16,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
subtransmission_substation|ERARING|132/33kV,subtransmission_substation,ERARING,132/33kV,114.3,57.2,0.0,1.3,11.521455,0.0,114.3,57.2,0.0,,10.363405,0.0,17.52,0.99,18.88,0.98,17.04,0.98,15.64,0.95,14.99,0.99,17.19,1.0,17.14,0.98,17.24,0.98,17.34,0.98,18.11,0.98,18.32,0.98,16.63,0.99,16.75,0.99,16.81,0.99,16.76,0.99,17.4,0.99,40.16,38.88,40.01,39.8,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
subtransmission_substation|GOSFORD|132/33kV,subtransmission_substation,GOSFORD,132/33kV,71.4,0.1,0.0,1.5,13.759005,0.00616,71.5,0.1,0.0,,12.694245,0.00616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subtransmission_substation|HOMEBUSH|132/33kV,subtransmission_substation,HOMEBUSH,132/33kV,399.36,280.53,0.0,0.5,10.739615,0.0,399.36,285.79,0.0,0.0,9.93452,0.0,99.43,1.0,101.46,1.0,105.29,1.0,76.61,1.0,76.09,1.0,77.99,1.0,70.53,1.0,71.18,1.0,71.03,1.0,70.28,1.0,70.41,1.0,60.14,1.0,72.25,1.0,72.99,1.0,73.08,1.0,72.64,1.0,175.24,210.12,207.8,213.15,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
subtransmission_substation|KOORAGANG|132/33kV,subtransmission_substation,KOORAGANG,132/33kV,285.79,142.89,0.0,1.25,0.13963,0.0,285.79,142.89,0.0,0.75,0.07843,0.0,68.73,0.93,65.43,0.97,71.29,0.97,66.18,0.93,65.87,0.99,70.88,0.99,77.88,0.97,77.47,0.97,77.37,0.97,77.44,0.97,77.41,0.97,76.55,0.99,77.71,0.99,77.49,0.99,77.56,0.99,77.77,0.99,71.6,65.48,72.01,65.12,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
subtransmission_substation|KURINGAI|132/33kV,subtransmission_substation,KURINGAI,132/33kV,391.3,260.87,0.0,0.5,67.967535,0.0406,408.11,274.36,0.0,0.0,61.3605,0.0316,140.06,0.9,138.47,1.0,140.97,0.99,144.05,0.9,127.81,1.0,125.97,1.0,151.16,0.87,154.78,0.87,154.4,0.87,155.33,0.87,156.63,0.87,147.4,0.87,146.75,0.87,149.89,0.87,149.4,0.87,150.55,0.87,119.9,104.24,148.39,123.81,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
subtransmission_substation|KURRI|132/33kV,subtransmission_substation,KURRI,132/33kV,223.43,156.15,0.0,1.75,85.020921,10.0323,242.98,161.98,0.0,0.0,78.272026,10.0323,116.86,0.98,129.8,0.96,130.51,0.96,86.06,0.97,93.82,0.99,80.24,1.0,118.43,0.96,122.61,0.96,123.69,0.96,124.61,0.96,125.75,0.96,95.97,0.99,96.59,0.99,100.0,0.99,101.18,0.99,102.07,0.99,25.64,30.4,81.74,59.91,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
