source_record_id,substation_name,source_file,period_start,period_end,observation_count_valid,invalid_or_missing_rows,negative_rows,reported_units,reported_mean_mw,reported_p95_mw,reported_p99_mw,reported_peak_mw,reported_mean_mva,reported_p95_mva,reported_p99_mva,reported_peak_mva,possible_scale_or_meter_anomaly,interpretation_note
ergon 20252026/Meringandan_EECL_20252026.csv,Meringandan,ergon 20252026/Meringandan_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,3570,MW/MVA,3201.798936,8514.43,10495.2994,13204.27,4442.738267,8556.599,10527.2295,13227.62,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Middlemount_EECL_20252026.csv,Middlemount,ergon 20252026/Middlemount_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,2265.616459,3630.339,4250.9572,5435.32,2269.794187,3640.153,4261.7334,5449.19,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Miles-Condamine_EECL_20252026.csv,Miles-Condamine,ergon 20252026/Miles-Condamine_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,256.535568,482.932,577.6635,797.27,257.560522,483.2225,578.2224,1810.12,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Miles_EECL_20252026.csv,Miles,ergon 20252026/Miles_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,302,MW/MVA,1354.858927,2471.001,3021.1266,4122.26,1388.967941,2481.5735,3037.5829,4145.46,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Millaroo_EECL_20252026.csv,Millaroo,ergon 20252026/Millaroo_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,270,MW/MVA,499.430401,1093.271,1393.4908,1685.1,561.318589,1232.859,1593.5632,1883.09,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Millchester_EECL_20252026.csv,Millchester,ergon 20252026/Millchester_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,353,MW/MVA,1969.341466,3788.632,4514.332,5846.1,2072.24685,3804.009,4530.6768,5862.07,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Millmerran_EECL_20252026.csv,Millmerran,ergon 20252026/Millmerran_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,1877.376941,3065.647,3728.9198,4951.53,1976.186222,3226.9895,3925.1842,5212.14,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Mirani_EECL_20252026.csv,Mirani,ergon 20252026/Mirani_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,1564,MW/MVA,842.67751,1725.962,2206.9798,2856.98,931.479896,1743.327,2237.7958,3144.68,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Miriam Vale_EECL_20252026.csv,Miriam Vale,ergon 20252026/Miriam Vale_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,3702,MW/MVA,502.797273,1463.8805,1751.1829,2137.77,648.246962,1491.653,1769.6105,4089.24,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Mitchell_EECL_20252026.csv,Mitchell,ergon 20252026/Mitchell_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,273,MW/MVA,848.044296,1501.5065,1838.6188,2391.89,918.518031,1548.516,1887.9675,2427.17,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Mona Park_EECL_20252026.csv,Mona Park,ergon 20252026/Mona Park_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,1094,MW/MVA,1284.711215,3465.201,4029.7098,4704.92,1459.335527,3799.2005,4427.2677,5127.82,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Monduran Dam_EECL_20252026.csv,Monduran Dam,ergon 20252026/Monduran Dam_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,54,MW/MVA,139.063387,245.721,285.8767,354.31,143.796386,247.83,287.1162,354.65,false,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Monto_EECL_20252026.csv,Monto,ergon 20252026/Monto_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,1927.78399,3166.1,3856.0,4970.0,2025.741016,3281.8185,4024.7615,5208.48,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Moorvale_EECL_20252026.csv,Moorvale,ergon 20252026/Moorvale_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,4094.014697,5335.221,5774.3144,7037.88,4186.870614,5486.215,5944.5692,7272.85,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Moranbah Town_EECL_20252026.csv,Moranbah Town,ergon 20252026/Moranbah Town_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,1089,MW/MVA,9564.330274,15648.4925,18404.4836,22598.64,9986.6514,15740.7415,18489.0464,22702.24,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Mossman_EECL_20252026.csv,Mossman,ergon 20252026/Mossman_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,441,MW/MVA,3182.02526,5964.846,6953.8061,7932.86,3239.714192,5968.4645,6957.7418,11379.01,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Mount Fox_EECL_20252026.csv,Mount Fox,ergon 20252026/Mount Fox_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,2,MW/MVA,28.650431,47.83,55.5281,248.37,54.018271,67.48,73.87,252.87,false,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Mount Rooper_EECL_20252026.csv,Mount Rooper,ergon 20252026/Mount Rooper_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,742.872945,1048.0,1146.0,1422.0,750.498383,1056.287,1156.0496,1435.72,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Moura_EECL_20252026.csv,Moura,ergon 20252026/Moura_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,3611.085203,5673.3835,6653.8588,8954.52,3647.388069,5681.4395,6667.4913,9006.47,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Mt Bassett_EECL_20252026.csv,Mt Bassett,ergon 20252026/Mt Bassett_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,293,MW/MVA,5611.478264,9784.275,11242.2072,13181.49,5802.050168,9805.461,11279.585,13318.46,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Mt Garnet_EECL_20252026.csv,Mt Garnet,ergon 20252026/Mt Garnet_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,766.904566,1274.0,1452.0,1874.0,848.817116,1294.2055,1467.8104,1877.59,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Mt Molloy_EECL_20252026.csv,Mt Molloy,ergon 20252026/Mt Molloy_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,758.87139,1129.0215,1293.6144,1595.75,798.811978,1188.442,1361.6925,1679.73,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Mt Morgan_EECL_20252026.csv,Mt Morgan,ergon 20252026/Mt Morgan_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,1821,MW/MVA,1276.703219,2527.301,3054.3164,3939.47,1399.005968,2534.0135,3066.6456,3955.68,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Mt Mowbullan_EECL_20252026.csv,Mt Mowbullan,ergon 20252026/Mt Mowbullan_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,9,MW/MVA,300.05761,446.88,561.7787,694.48,303.9181,449.741,563.392,695.21,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Mt Sibley_EECL_20252026.csv,Mt Sibley,ergon 20252026/Mt Sibley_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,2325,MW/MVA,1400.245374,3086.4345,4456.0807,9739.68,1701.46226,3223.9165,4665.9483,10492.08,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Mundubbera Town_EECL_20252026.csv,Mundubbera Town,ergon 20252026/Mundubbera Town_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,111,MW/MVA,2550.615614,4464.097,5579.1535,8057.56,2672.358361,4551.846,5635.4586,8057.76,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Murgon_EECL_20252026.csv,Murgon,ergon 20252026/Murgon_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,5618.624689,8833.228,10118.4672,12193.0,5851.269457,9161.412,10521.2237,12630.76,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Mutarnee_EECL_20252026.csv,Mutarnee,ergon 20252026/Mutarnee_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,74,MW/MVA,207.583325,328.352,369.9105,442.5,214.166098,331.04,373.6164,446.9,false,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Nanango_EECL_20252026.csv,Nanango,ergon 20252026/Nanango_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,2124,MW/MVA,2384.631979,4963.104,5713.3944,7768.92,2664.539421,4967.345,5722.6585,7794.09,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Nandi_EECL_20252026.csv,Nandi,ergon 20252026/Nandi_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,8,MW/MVA,387.90178,783.788,918.6602,1178.56,407.335124,851.451,991.631,1291.48,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Nebo_EECL_20252026.csv,Nebo,ergon 20252026/Nebo_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,1516.437789,2212.745,2540.1377,3216.62,1528.338502,2214.9645,2540.5553,3216.86,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Neil Smith_EECL_20252026.csv,Neil Smith,ergon 20252026/Neil Smith_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,7271.816781,11234.1,12273.62,14232.0,7330.224798,11460.7965,12522.0208,14500.21,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Normanton_EECL_20252026.csv,Normanton,ergon 20252026/Normanton_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,1865,MW/MVA,2155.189376,3780.393,4318.3938,4768.02,2506.103511,3783.781,4318.8635,4768.81,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/North Cloncurry_EECL_20252026.csv,North Cloncurry,ergon 20252026/North Cloncurry_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,1477.874429,2658.0,3224.0,4008.0,1501.781489,2660.181,3224.5767,4011.6,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/North Mackay_EECL_20252026.csv,North Mackay,ergon 20252026/North Mackay_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,2985,MW/MVA,6723.215297,16344.601,19477.706,24000.2,8183.07709,16402.214,19501.8517,24088.52,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/North Street_EECL_20252026.csv,North Street,ergon 20252026/North Street_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,20,MW/MVA,8493.109932,15077.175,18054.7599,21231.88,8556.301332,15102.1555,18066.2777,21248.35,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Norwin_EECL_20252026.csv,Norwin,ergon 20252026/Norwin_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,1090,MW/MVA,557.348363,1255.895,1492.0091,1997.33,717.768878,1450.5225,1691.9737,4083.72,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Oakey_EECL_20252026.csv,Oakey,ergon 20252026/Oakey_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,8442.074063,12228.065,13883.5338,16082.92,8749.59171,12455.3655,14019.2528,16312.67,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Oonoonba_EECL_20252026.csv,Oonoonba,ergon 20252026/Oonoonba_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,594,MW/MVA,6159.832192,11905.979,13899.7908,17362.22,6320.338251,11909.629,13901.2955,17369.31,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Owanyilla_EECL_20252026.csv,Owanyilla,ergon 20252026/Owanyilla_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,1378,MW/MVA,1488.541096,2900.0,3420.0,4700.0,1652.555946,2916.555,3441.05,4735.65,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Pampas_EECL_20252026.csv,Pampas,ergon 20252026/Pampas_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,4,MW/MVA,2367.694714,4053.288,4977.7614,6156.49,2954.469816,5236.2295,5806.499,11432.0,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Pandoin_EECL_20252026.csv,Pandoin,ergon 20252026/Pandoin_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,66,MW/MVA,4364.557648,6672.2,8073.72,11212.0,4442.264656,6693.4945,8092.6572,11288.74,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Parkhurst_EECL_20252026.csv,Parkhurst,ergon 20252026/Parkhurst_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,215,MW/MVA,6339.120732,10291.577,12081.3974,15893.42,6591.325606,10386.87,12240.4745,16078.18,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Peranga_EECL_20252026.csv,Peranga,ergon 20252026/Peranga_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,450,MW/MVA,765.078266,1349.3025,1512.2663,1845.24,957.13765,1523.9665,1719.721,2133.16,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Peter Arlett_EECL_20252026.csv,Peter Arlett,ergon 20252026/Peter Arlett_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,12760.772324,18100.9455,20915.8237,25836.89,12845.177305,18201.828,21067.0924,26023.26,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Pialba_EECL_20252026.csv,Pialba,ergon 20252026/Pialba_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,1075,MW/MVA,8146.037957,14913.0265,17552.0679,22259.89,8644.657583,14936.0805,17553.5648,22270.77,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Pinnacle_EECL_20252026.csv,Pinnacle,ergon 20252026/Pinnacle_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,1036,MW/MVA,921.331245,1904.881,2344.4835,3197.3,971.217367,1941.334,2392.5652,3307.97,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Pirrinuan_EECL_20252026.csv,Pirrinuan,ergon 20252026/Pirrinuan_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,620.012333,984.422,1182.3012,1562.98,723.310501,1295.63,1544.5285,2030.06,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Planella_EECL_20252026.csv,Planella,ergon 20252026/Planella_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,3128,MW/MVA,5010.091772,12702.542,15147.6076,17651.68,6274.040716,12747.462,15163.2249,17671.05,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Pleystowe_EECL_20252026.csv,Pleystowe,ergon 20252026/Pleystowe_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,2001,MW/MVA,2206.0534,4857.458,5875.679,7108.12,2427.612757,4859.682,5883.7394,7123.52,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Point Vernon_EECL_20252026.csv,Point Vernon,ergon 20252026/Point Vernon_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,2800,MW/MVA,6877.095277,15317.562,18077.487,23275.12,8338.330609,15443.1395,18111.0172,23529.94,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Pozieres_EECL_20252026.csv,Pozieres,ergon 20252026/Pozieres_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,1,MW/MVA,1602.324314,2334.775,2603.3782,2980.18,1743.630242,2488.6525,2779.2233,3250.35,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Proston_EECL_20252026.csv,Proston,ergon 20252026/Proston_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,234,MW/MVA,698.971822,1211.327,1388.2648,1985.68,740.626884,1215.437,1395.8899,2013.64,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Purrawunda_EECL_20252026.csv,Purrawunda,ergon 20252026/Purrawunda_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,3413.993183,5161.874,5625.4422,6346.45,3515.038258,5196.795,5687.1049,6454.59,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Quilpie_EECL_20252026.csv,Quilpie,ergon 20252026/Quilpie_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,377,MW/MVA,943.713991,1848.769,2309.899,2992.58,1355.947288,2043.615,2451.3467,3107.38,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Raglan_EECL_20252026.csv,Raglan,ergon 20252026/Raglan_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,1868.047634,2683.5685,3058.062,3638.49,1906.046191,2695.141,3078.0813,6421.87,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Rasmussen_EECL_20252026.csv,Rasmussen,ergon 20252026/Rasmussen_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,1244,MW/MVA,6747.733019,13739.293,16047.725,18849.74,7092.188385,13758.994,16098.5387,18850.76,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Ravenshoe_EECL_20252026.csv,Ravenshoe,ergon 20252026/Ravenshoe_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,10561,MW/MVA,-1218.404527,1409.328,1682.483,2127.2,1900.084075,6058.9755,7851.455,10089.33,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Ravenswood_EECL_20252026.csv,Ravenswood,ergon 20252026/Ravenswood_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,323.051248,377.2,395.3815,1089.66,347.145412,403.0715,422.902,1145.21,false,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Richmond_EECL_20252026.csv,Richmond,ergon 20252026/Richmond_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,949.921071,1765.827,2364.5256,3468.24,1341.210809,2128.829,2671.0197,3642.63,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Rockhampton Glenmore_EECL_20252026.csv,Rockhampton Glenmore,ergon 20252026/Rockhampton Glenmore_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,8721.961078,13682.932,16328.7765,20612.49,8943.981584,14025.0,16668.1266,21090.57,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Rockhampton South_EECL_20252026.csv,Rockhampton South,ergon 20252026/Rockhampton South_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,4959.657534,8500.0,9916.2,12580.0,5098.84792,8973.056,10472.8288,13176.6,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Rocky Street_EECL_20252026.csv,Rocky Street,ergon 20252026/Rocky Street_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,800,MW/MVA,7987.447728,14954.582,17901.9036,24424.44,8621.960037,14998.3265,17968.9283,24535.03,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Rolleston_EECL_20252026.csv,Rolleston,ergon 20252026/Rolleston_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,3377.184168,5097.2575,6063.1202,7339.61,3535.877263,5122.9605,6069.3461,7343.11,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Rollingstone_EECL_20252026.csv,Rollingstone,ergon 20252026/Rollingstone_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,3238,MW/MVA,472.37089,1118.0,1306.0,1588.0,609.551338,1118.0355,1307.3484,1592.53,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Roma East_EECL_20252026.csv,Roma East,ergon 20252026/Roma East_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,7,MW/MVA,3752.838462,6696.5645,8374.5883,11217.74,3845.563874,6822.185,8637.3669,15222.12,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Roma West_EECL_20252026.csv,Roma West,ergon 20252026/Roma West_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,3,MW/MVA,1960.252713,3343.2395,4091.9992,5494.49,1989.076954,3374.992,4124.9422,5511.28,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Roo Works_EECL_20252026.csv,Roo Works,ergon 20252026/Roo Works_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,2727,MW/MVA,208.26997,528.787,742.1321,1279.59,259.650538,543.8505,769.4553,1282.51,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Rosella_EECL_20252026.csv,Rosella,ergon 20252026/Rosella_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,6486,MW/MVA,774.111872,4257.2725,5006.77,6296.71,2988.426234,4456.479,5188.8264,6554.31,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Ross Plains_EECL_20252026.csv,Ross Plains,ergon 20252026/Ross Plains_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,59,MW/MVA,5999.900284,9825.099,11271.5342,14552.22,6112.324356,9849.687,11287.5904,14602.69,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Sarina_EECL_20252026.csv,Sarina,ergon 20252026/Sarina_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,771,MW/MVA,5440.322274,10299.891,12080.8858,13890.52,5982.899298,10682.5545,12500.5145,14296.72,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Saunders_EECL_20252026.csv,Saunders,ergon 20252026/Saunders_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,260,MW/MVA,603.819839,1040.025,1186.1286,1715.58,637.892107,1071.7735,1218.4099,1717.81,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Shutehaven_EECL_20252026.csv,Shutehaven,ergon 20252026/Shutehaven_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,5216.831618,8219.822,8962.6316,9910.22,5385.892552,8223.1175,8963.0299,9916.94,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Skid B (Cawdor)_EECL_20252026.csv,Skid B (Cawdor),ergon 20252026/Skid B (Cawdor)_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,4234,MW/MVA,1235.16088,4184.5365,5400.8647,9911.86,2177.051554,4241.8885,5410.8133,9923.44,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Skid D (Landing Road)_EECL_20252026.csv,Skid D (Landing Road),ergon 20252026/Skid D (Landing Road)_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,1834.528458,2215.33,2341.8439,3003.35,2070.512096,2513.671,2691.4053,3257.13,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Skid E (Chinchilla)_EECL_20252026.csv,Skid E (Chinchilla),ergon 20252026/Skid E (Chinchilla)_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,379,MW/MVA,1408.350135,2742.9145,3374.7839,4806.32,1436.945768,2758.1825,3410.012,4860.08,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Skid K (Charlton)_EECL_20252026.csv,Skid K (Charlton),ergon 20252026/Skid K (Charlton)_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,512,MW/MVA,2345.177397,4236.0,5206.86,6912.0,2488.102832,4265.8615,5237.6284,6987.44,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/South Blackwater_EECL_20252026.csv,South Blackwater,ergon 20252026/South Blackwater_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,118.614751,211.692,261.4372,349.14,183.213914,253.9795,310.1524,601.53,false,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/South Bundaberg_EECL_20252026.csv,South Bundaberg,ergon 20252026/South Bundaberg_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,947,MW/MVA,5730.065592,10237.657,11828.962,14118.9,5995.371607,10284.9055,11842.7577,14119.56,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/South Kolan_EECL_20252026.csv,South Kolan,ergon 20252026/South Kolan_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,2687,MW/MVA,1730.828166,3856.0,4558.48,5996.0,2121.80737,3874.453,4593.4964,6080.8,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/South Mackay_EECL_20252026.csv,South Mackay,ergon 20252026/South Mackay_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,14,MW/MVA,8610.413218,13956.356,15750.3412,19849.98,8956.08403,14875.714,16549.9602,20677.06,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/South Toowoomba_EECL_20252026.csv,South Toowoomba,ergon 20252026/South Toowoomba_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,3,MW/MVA,8536.664896,13926.847,15874.1679,20226.24,8644.145648,13956.0485,15910.2252,20241.23,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/St. George Town_EECL_20252026.csv,St. George Town,ergon 20252026/St. George Town_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,184,MW/MVA,1854.173865,3384.619,4251.6033,5736.31,1927.148434,3427.549,4308.0441,5853.2,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/St. George_EECL_20252026.csv,St. George,ergon 20252026/St. George_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,54,MW/MVA,6282.666553,10238.0,11738.58,13916.0,6430.492077,10391.745,11960.5541,13937.29,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Stamford_EECL_20252026.csv,Stamford,ergon 20252026/Stamford_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,2,MW/MVA,112.380561,156.0,189.2429,252.64,118.94199,169.39,198.9858,335.84,false,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
