source_record_id,substation_name,source_file,period_start,period_end,observation_count_valid,invalid_or_missing_rows,negative_rows,reported_units,reported_mean_mw,reported_p95_mw,reported_p99_mw,reported_peak_mw,reported_mean_mva,reported_p95_mva,reported_p99_mva,reported_peak_mva,possible_scale_or_meter_anomaly,interpretation_note
ergon 20252026/Degilbo_EECL_20252026.csv,Degilbo,ergon 20252026/Degilbo_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,314,MW/MVA,984.204315,1689.585,1988.5078,2546.3,1005.440084,1692.5245,1994.9106,2556.31,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Dimbulah_EECL_20252026.csv,Dimbulah,ergon 20252026/Dimbulah_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,455,MW/MVA,1651.33526,3004.178,3576.061,4965.7,1722.106852,3058.3775,3618.0336,5070.36,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Disraeli_EECL_20252026.csv,Disraeli,ergon 20252026/Disraeli_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,23.581103,71.5705,83.9524,152.15,24.822278,75.3405,88.3724,160.15,false,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Duchess Road 11-66kV_EECL_20252026.csv,Duchess Road 11-66kV,ergon 20252026/Duchess Road 11-66kV_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,42,MW/MVA,22.823672,34.28,35.41,41.4,1388.727365,1415.271,1421.8881,18904.16,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Duchess Road_EECL_20252026.csv,Duchess Road,ergon 20252026/Duchess Road_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,63,MW/MVA,12945.094064,23606.1,28119.24,32500.0,13367.926697,23641.6635,28119.6773,32504.06,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Dysart_EECL_20252026.csv,Dysart,ergon 20252026/Dysart_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,3268.095233,5476.0,6557.62,8642.51,3379.056174,5490.343,6566.3863,8643.2,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/East Ayr_EECL_20252026.csv,East Ayr,ergon 20252026/East Ayr_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,201,MW/MVA,5547.367029,9800.143,11566.4189,13995.73,5732.132546,9854.464,11675.2655,14138.4,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/East Bundaberg_EECL_20252026.csv,East Bundaberg,ergon 20252026/East Bundaberg_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,702,MW/MVA,7131.942999,14875.741,18552.5982,25044.33,7631.330347,15250.1075,18809.407,25621.69,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/East Toowoomba_EECL_20252026.csv,East Toowoomba,ergon 20252026/East Toowoomba_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,132,MW/MVA,10325.543502,21205.919,24302.5356,30898.7,10421.89568,21221.917,24303.2855,30908.96,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Edmonton_EECL_20252026.csv,Edmonton,ergon 20252026/Edmonton_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,1095,MW/MVA,18122.163321,35868.1785,42285.0546,48028.14,20698.433571,37154.4855,43393.1376,48953.5,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Eidsvold_EECL_20252026.csv,Eidsvold,ergon 20252026/Eidsvold_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,75,MW/MVA,667.920503,1175.386,1534.3554,1958.92,684.72498,1178.0155,1536.647,1964.38,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/El Arish_EECL_20252026.csv,El Arish,ergon 20252026/El Arish_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,852,MW/MVA,2459.385152,4294.702,4964.95,5713.8,2605.847618,4340.3285,4999.9616,5724.29,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Ellwoods Road_EECL_20252026.csv,Ellwoods Road,ergon 20252026/Ellwoods Road_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,1587.086244,2418.944,2583.4667,3226.74,1668.877562,2543.11,2724.2186,3431.2,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Emerald_EECL_20252026.csv,Emerald,ergon 20252026/Emerald_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,3,MW/MVA,13327.82567,25403.2445,32045.0043,39518.11,13532.839023,25438.817,32110.9931,40289.2,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Eton_EECL_20252026.csv,Eton,ergon 20252026/Eton_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,1590,MW/MVA,1351.915807,3402.349,4428.3224,6037.46,1464.820462,3512.657,4582.5093,6169.11,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Evelyn_EECL_20252026.csv,Evelyn,ergon 20252026/Evelyn_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,1,MW/MVA,694.269584,1074.441,1360.5526,3323.26,704.497138,1078.6425,1375.4693,3323.29,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Farleigh_EECL_20252026.csv,Farleigh,ergon 20252026/Farleigh_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,1484,MW/MVA,1488.477873,2949.091,3543.9832,850298.94,1650.306659,2961.8335,3561.1921,851442.23,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Farnsfield_EECL_20252026.csv,Farnsfield,ergon 20252026/Farnsfield_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,6,MW/MVA,2451.502015,5409.3495,6369.9286,10198.17,2808.398235,5493.027,6434.4816,13143.55,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Frenchville_EECL_20252026.csv,Frenchville,ergon 20252026/Frenchville_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,2288,MW/MVA,4600.725687,10253.97,13211.98,18047.26,5167.129287,10258.358,13215.5648,18052.72,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Friend Street_EECL_20252026.csv,Friend Street,ergon 20252026/Friend Street_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,8474.852757,13051.329,15031.8558,18731.36,8587.958455,13215.6175,15211.9971,19037.17,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Garbutt_EECL_20252026.csv,Garbutt,ergon 20252026/Garbutt_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,11564.357303,18874.8975,21116.318,26975.87,11866.330219,19455.547,21725.5742,291246.16,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Gayndah_EECL_20252026.csv,Gayndah,ergon 20252026/Gayndah_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,73,MW/MVA,1947.306479,3274.831,4069.3494,5304.76,2091.967001,3408.086,4161.1705,5376.78,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Georgetown_EECL_20252026.csv,Georgetown,ergon 20252026/Georgetown_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,1094.874486,1732.043,2016.5342,2573.5,1218.469888,1752.821,2021.4184,2573.85,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Giru_EECL_20252026.csv,Giru,ergon 20252026/Giru_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,844,MW/MVA,620.688978,1263.629,1617.8278,1959.92,719.550908,1362.8285,1736.9369,2121.15,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Givelda_EECL_20252026.csv,Givelda,ergon 20252026/Givelda_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,1413.994502,3080.947,5281.3316,6086.44,1488.415257,3243.0975,5559.2888,6406.77,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Gladstone South_EECL_20252026.csv,Gladstone South,ergon 20252026/Gladstone South_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,2508,MW/MVA,6249.194178,13984.2,16989.24,22308.0,7279.475599,14000.347,16992.6946,22308.74,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Glenden_EECL_20252026.csv,Glenden,ergon 20252026/Glenden_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,590.17743,935.8235,1100.1421,1590.8,624.28586,947.2215,1111.9603,1591.85,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Glenelg_EECL_20252026.csv,Glenelg,ergon 20252026/Glenelg_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,205.827828,315.0205,376.6867,468.24,383.204641,449.042,489.8496,563.1,false,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Glenella 11kV_EECL_20252026.csv,Glenella 11kV,ergon 20252026/Glenella 11kV_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,782,MW/MVA,4387.14129,8570.389,10053.0008,11798.18,4539.312479,8578.8525,10053.0597,11806.51,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Glenella 33kV_EECL_20252026.csv,Glenella 33kV,ergon 20252026/Glenella 33kV_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,3032,MW/MVA,11936.23849,29545.581,35236.7144,41787.68,14476.894639,29547.192,35281.6863,41970.54,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Gooburrum_EECL_20252026.csv,Gooburrum,ergon 20252026/Gooburrum_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,1543,MW/MVA,1219.559406,2434.9345,2915.0869,3808.07,1387.218686,2476.3975,2976.5057,3897.13,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Gootchie_EECL_20252026.csv,Gootchie,ergon 20252026/Gootchie_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,2744,MW/MVA,1286.898707,2812.398,3346.0,4630.14,1519.628738,2820.4685,3363.3233,4675.42,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Gracemere_EECL_20252026.csv,Gracemere,ergon 20252026/Gracemere_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,1753,MW/MVA,2665.701922,5772.9515,7563.2225,12266.8,2834.756622,5776.6625,7570.7509,12268.58,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Granite Creek_EECL_20252026.csv,Granite Creek,ergon 20252026/Granite Creek_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,79,MW/MVA,134.610626,227.9435,267.4429,795.24,182.208796,268.86,318.1862,1160.16,false,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Greenvale_EECL_20252026.csv,Greenvale,ergon 20252026/Greenvale_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,256.512557,380.0,450.0,548.0,300.266166,401.102,462.08,554.71,false,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Gumlu East_EECL_20252026.csv,Gumlu East,ergon 20252026/Gumlu East_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,411.810563,895.092,1064.4886,1211.78,479.356655,1040.876,1645.4022,1910.26,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Guthalungra_EECL_20252026.csv,Guthalungra,ergon 20252026/Guthalungra_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,49,MW/MVA,113.341835,183.6325,233.1767,351.73,116.448841,184.983,234.3005,356.06,false,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Hartley Street_EECL_20252026.csv,Hartley Street,ergon 20252026/Hartley Street_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,7,MW/MVA,31106.592414,50624.5865,58741.5181,72573.42,31601.358767,50926.309,59076.5661,73225.88,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Haughton_EECL_20252026.csv,Haughton,ergon 20252026/Haughton_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,53,MW/MVA,299.505792,654.5105,901.421,1919.17,329.636516,724.663,994.0754,2039.34,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Helenvale_EECL_20252026.csv,Helenvale,ergon 20252026/Helenvale_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,363.653196,546.1,606.0,694.0,398.51516,569.9855,623.8181,704.64,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Hermit Park_EECL_20252026.csv,Hermit Park,ergon 20252026/Hermit Park_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,7852.090489,12667.788,14463.9016,17550.68,7915.071485,12703.92,14502.383,17645.14,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Highfields_EECL_20252026.csv,Highfields,ergon 20252026/Highfields_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,2804,MW/MVA,910.461068,2571.1755,4068.4668,5681.12,1116.446936,2612.812,4086.4279,5684.9,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Home Hill_EECL_20252026.csv,Home Hill,ergon 20252026/Home Hill_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,2953,MW/MVA,2582.492341,6874.686,8940.8224,11324.68,3641.887205,7393.6685,9595.9489,12048.74,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Howard_EECL_20252026.csv,Howard,ergon 20252026/Howard_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,3651,MW/MVA,2759.445205,6780.0,8060.0,10360.0,3809.427377,6842.595,8080.62,10402.56,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Hughenden_EECL_20252026.csv,Hughenden,ergon 20252026/Hughenden_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,7137,MW/MVA,-2024.917806,2906.028,3679.1994,4786.44,5338.869139,13478.2425,14650.6853,15705.21,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Ilbilbie_EECL_20252026.csv,Ilbilbie,ergon 20252026/Ilbilbie_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,7997,MW/MVA,-7.618998,431.5015,560.3947,721.23,242.149556,443.515,571.9191,732.15,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Ingham_EECL_20252026.csv,Ingham,ergon 20252026/Ingham_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,66,MW/MVA,4666.928974,8214.457,9769.464,11353.0,4820.289427,8257.585,9792.0217,11353.27,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Innisfail_EECL_20252026.csv,Innisfail,ergon 20252026/Innisfail_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,449,MW/MVA,12053.084989,20816.6715,24847.3084,28807.88,12578.68018,20961.1865,25070.0746,62942.33,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Jandowae_EECL_20252026.csv,Jandowae,ergon 20252026/Jandowae_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,2542,MW/MVA,409.435635,883.0115,1060.5829,1463.63,473.846425,885.0515,1062.6055,1469.82,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Jardine Creek 66-132kV_EECL_20252026.csv,Jardine Creek 66-132kV,ergon 20252026/Jardine Creek 66-132kV_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,4675,MW/MVA,3515.987038,10837.908,12280.527,14911.08,7766.109078,13064.117,14310.7359,16550.14,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Jarvisfield_EECL_20252026.csv,Jarvisfield,ergon 20252026/Jarvisfield_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,1230,MW/MVA,1214.224658,2838.0,3621.62,4816.0,1539.446132,3364.282,4189.7434,5545.86,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Jubilee Pocket_EECL_20252026.csv,Jubilee Pocket,ergon 20252026/Jubilee Pocket_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,170,MW/MVA,2207.788901,3972.449,4565.9518,5233.0,2231.874445,3973.0985,4565.9984,5233.13,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Julia Creek_EECL_20252026.csv,Julia Creek,ergon 20252026/Julia Creek_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,1067.367076,1925.658,2343.8268,157293.18,1096.992193,1927.898,2344.1583,158297.61,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Kaimkillenbun_EECL_20252026.csv,Kaimkillenbun,ergon 20252026/Kaimkillenbun_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,741,MW/MVA,371.899329,656.2005,765.2624,950.75,397.44708,662.643,773.013,1388.65,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Kalamia_EECL_20252026.csv,Kalamia,ergon 20252026/Kalamia_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,6009,MW/MVA,-96.092736,1232.024,1753.686,3408.24,1096.864521,2545.9695,3070.5392,4461.98,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Kamerunga_EECL_20252026.csv,Kamerunga,ergon 20252026/Kamerunga_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,916,MW/MVA,21796.223356,41345.1745,47848.9383,55573.17,23649.700195,42091.9215,48366.9113,55841.42,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Kearneys Spring_EECL_20252026.csv,Kearneys Spring,ergon 20252026/Kearneys Spring_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,2827,MW/MVA,8686.529256,21037.674,25036.6042,33072.16,10260.316637,21122.4955,25084.1198,33072.16,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Kelsey Creek East_EECL_20252026.csv,Kelsey Creek East,ergon 20252026/Kelsey Creek East_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,2261,MW/MVA,3812.651911,8536.663,10769.4454,13541.04,4462.333915,8576.6275,10883.1749,13735.55,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Kidston_EECL_20252026.csv,Kidston,ergon 20252026/Kidston_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,1979.875703,3067.046,3283.1372,4700.08,2208.224872,3525.4825,3752.3177,5581.68,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Kilkivan East_EECL_20252026.csv,Kilkivan East,ergon 20252026/Kilkivan East_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,1105,MW/MVA,409.670252,766.0,898.8748,1966.92,444.84167,768.02,903.5662,2078.42,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Killarney_EECL_20252026.csv,Killarney,ergon 20252026/Killarney_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,1388,MW/MVA,822.06357,1633.488,1912.1686,2214.46,928.38508,1643.4065,1915.8145,2221.69,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Kingaroy_EECL_20252026.csv,Kingaroy,ergon 20252026/Kingaroy_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,15,MW/MVA,11103.462841,17707.585,19875.1414,23954.6,11456.496107,17906.8705,20086.2704,24427.36,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Kirknie_EECL_20252026.csv,Kirknie,ergon 20252026/Kirknie_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,2749,MW/MVA,2180.933377,4710.853,6423.2287,7159.78,2585.290325,5439.569,7600.3134,8368.67,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Kogan Creek_EECL_20252026.csv,Kogan Creek,ergon 20252026/Kogan Creek_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,597,MW/MVA,64.280436,121.5315,147.6348,1287.62,66.252666,122.031,147.8405,1622.48,false,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Koumala_EECL_20252026.csv,Koumala,ergon 20252026/Koumala_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,789,MW/MVA,369.06539,842.9235,1241.4825,1588.26,405.013797,895.083,1330.886,2049.99,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Laguna Quays_EECL_20252026.csv,Laguna Quays,ergon 20252026/Laguna Quays_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,3394,MW/MVA,547.584589,1306.0,1536.0,1904.0,683.671139,1308.458,1537.5685,1913.06,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Lakeland_EECL_20252026.csv,Lakeland,ergon 20252026/Lakeland_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,73,MW/MVA,1111.148673,3947.5295,4430.7581,4747.56,1933.771498,4386.15,4923.06,5275.07,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Lakes Creek_EECL_20252026.csv,Lakes Creek,ergon 20252026/Lakes Creek_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,1,MW/MVA,7480.426597,10636.0,11971.62,14440.0,7728.03435,10875.35,12216.8825,14709.73,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Lannercost_EECL_20252026.csv,Lannercost,ergon 20252026/Lannercost_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,4,MW/MVA,694.315891,1288.161,1562.441,1905.4,696.394168,1289.5115,1563.1254,1908.23,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Littlemore_EECL_20252026.csv,Littlemore,ergon 20252026/Littlemore_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,2,MW/MVA,153.632763,276.0,326.0,438.0,178.050519,306.01,358.4273,504.33,false,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Longreach_EECL_20252026.csv,Longreach,ergon 20252026/Longreach_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,3146.146475,6114.458,8194.5353,10292.19,3300.674408,6161.665,8204.1053,10292.26,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Louisa Creek_EECL_20252026.csv,Louisa Creek,ergon 20252026/Louisa Creek_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,3740,MW/MVA,927.165813,2323.3745,2716.0112,3204.19,1278.93878,2355.8535,2741.5323,3221.36,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Lucinda_EECL_20252026.csv,Lucinda,ergon 20252026/Lucinda_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,16,MW/MVA,550.277853,955.928,2426.4504,2914.78,564.382197,989.945,2691.6644,3201.78,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Lyndley Lane_EECL_20252026.csv,Lyndley Lane,ergon 20252026/Lyndley Lane_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,6,MW/MVA,231.390255,404.8805,466.6543,642.99,241.301953,410.759,469.6905,647.0,false,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Mackay City_EECL_20252026.csv,Mackay City,ergon 20252026/Mackay City_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,6964.685716,11155.639,12628.6708,15569.62,7093.012838,11368.8525,12981.452,43169.13,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Macknade_EECL_20252026.csv,Macknade,ergon 20252026/Macknade_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,3613,MW/MVA,563.37111,1767.466,2153.8982,2938.26,806.281568,1820.1755,2233.1443,3066.48,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Malchi_EECL_20252026.csv,Malchi,ergon 20252026/Malchi_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,1816,MW/MVA,2427.981321,5354.636,7391.2755,10408.35,2639.987071,5363.134,7394.6917,10419.59,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Mareeba_EECL_20252026.csv,Mareeba,ergon 20252026/Mareeba_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,378,MW/MVA,9516.069749,16212.1,18717.24,24626.0,9728.613949,16244.6825,18719.9678,24637.42,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Marian South_EECL_20252026.csv,Marian South,ergon 20252026/Marian South_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,4760,MW/MVA,1052.740753,3844.0,5077.62,7950.0,1913.089725,4022.6305,5330.9806,8175.75,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Mary Kathleen_EECL_20252026.csv,Mary Kathleen,ergon 20252026/Mary Kathleen_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Maryborough City_EECL_20252026.csv,Maryborough City,ergon 20252026/Maryborough City_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,98,MW/MVA,4901.493313,7859.8,9333.3374,12268.76,5184.268736,8067.1,9543.9457,12516.3,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Max Fulton_EECL_20252026.csv,Max Fulton,ergon 20252026/Max Fulton_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,0,MW/MVA,7308.725065,10794.511,12020.428,13930.52,7348.925958,10884.8525,12111.5699,14081.34,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/McKinley Creek_EECL_20252026.csv,McKinley Creek,ergon 20252026/McKinley Creek_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,2256,MW/MVA,1238.283699,2611.385,3084.2684,3667.48,1379.103488,2612.3015,3086.4718,3674.93,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Meadowvale_EECL_20252026.csv,Meadowvale,ergon 20252026/Meadowvale_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,2357,MW/MVA,3134.902341,6502.7635,7474.2816,9572.73,3612.800089,6560.6005,7617.7517,9649.61,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Meandarra_EECL_20252026.csv,Meandarra,ergon 20252026/Meandarra_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,135,MW/MVA,338.972104,636.182,796.9196,1028.83,384.876496,647.674,801.7422,1030.86,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
ergon 20252026/Merinda_EECL_20252026.csv,Merinda,ergon 20252026/Merinda_EECL_20252026.csv,2025-07-01,2026-06-30,17520,0,203,MW/MVA,1123.306908,2864.905,3327.8966,3824.26,1249.490662,3223.877,3633.8867,4263.96,true,Raw Ergon reported MW/MVA; no rescaling or spike correction applied.
