source_record_id,survey_id,site_name,kci_id,site_owner,custodian,region,max_site_capacity_ac,gen_info_unit_id,unit_name,technology_type,technology_detail,gas_turbine_fuel_type,duid,dispatch_type,unit_count,unit_capacity_mw_dc,unit_capacity_mw_ac,aggregated_nameplate_capacity_mw_dc,aggregated_nameplate_capacity_mw_ac,agg_nameplate_storage_capacity_mwh,commitment_status,full_commercial_use_date,expected_closure_year,closure_date,survey_last_requested_date,survey_latest_update_date,scheduled_capacity_mw_winter_2026,scheduled_capacity_mw_summer_typical_2026_27,scheduled_capacity_mw_summer_peak_2026_27,scheduled_capacity_mw_winter_2027,scheduled_capacity_mw_summer_typical_2027_28,scheduled_capacity_mw_summer_peak_2027_28,scheduled_capacity_mw_winter_2028,scheduled_capacity_mw_summer_typical_2028_29,scheduled_capacity_mw_summer_peak_2028_29,scheduled_capacity_mw_winter_2029,scheduled_capacity_mw_summer_typical_2029_30,scheduled_capacity_mw_summer_peak_2029_30,scheduled_capacity_mw_winter_2030,scheduled_capacity_mw_summer_typical_2030_31,scheduled_capacity_mw_summer_peak_2030_31,scheduled_capacity_mw_winter_2031,scheduled_capacity_mw_summer_typical_2031_32,scheduled_capacity_mw_summer_peak_2031_32,scheduled_capacity_mw_winter_2032,scheduled_capacity_mw_summer_typical_2032_33,scheduled_capacity_mw_summer_peak_2032_33,scheduled_capacity_mw_winter_2033,scheduled_capacity_mw_summer_typical_2033_34,scheduled_capacity_mw_summer_peak_2033_34,scheduled_capacity_mw_winter_2034,scheduled_capacity_mw_summer_typical_2034_35,scheduled_capacity_mw_summer_peak_2034_35,scheduled_capacity_mw_winter_2035,scheduled_capacity_mw_summer_typical_2035_36,scheduled_capacity_mw_summer_peak_2035_36,scheduled_storage_capacity_mwh_winter_2026,scheduled_storage_capacity_mwh_summer_2026_27,scheduled_storage_capacity_mwh_winter_2027,scheduled_storage_capacity_mwh_summer_2027_28,scheduled_storage_capacity_mwh_winter_2028,scheduled_storage_capacity_mwh_summer_2028_29,scheduled_storage_capacity_mwh_winter_2029,scheduled_storage_capacity_mwh_summer_2029_30,scheduled_storage_capacity_mwh_winter_2030,scheduled_storage_capacity_mwh_summer_2030_31,scheduled_storage_capacity_mwh_winter_2031,scheduled_storage_capacity_mwh_summer_2031_32,scheduled_storage_capacity_mwh_winter_2032,scheduled_storage_capacity_mwh_summer_2032_33,scheduled_storage_capacity_mwh_winter_2033,scheduled_storage_capacity_mwh_summer_2033_34,scheduled_storage_capacity_mwh_winter_2034,scheduled_storage_capacity_mwh_summer_2034_35,scheduled_storage_capacity_mwh_winter_2035,scheduled_storage_capacity_mwh_summer_2035_36,column_77,column_78,column_79,column_80,column_81,column_82,column_83,column_84,column_85,column_86,column_87,column_88,column_89,column_90,column_91,column_92,column_93,column_94,column_95,column_96,column_97,column_98,column_99,column_100,column_101,column_102,column_103,column_104,column_105,column_106,column_107,column_108,column_109,column_110,column_111,column_112,column_113,column_114,column_115,column_116,column_117,column_118,column_119,column_120,column_121,column_122,column_123,column_124,column_125,column_126,column_127,column_128,column_129,column_130,column_131,column_132,column_133,column_134,column_135,column_136,column_137,column_138,column_139,column_140,column_141,column_142,column_143,column_144,column_145,column_146,column_147,column_148,column_149,column_150,column_151,column_152,column_153,column_154,column_155,column_156,column_157,column_158,column_159,column_160,column_161,column_162,column_163,column_164,column_165
222001|2220|WSB_G1|WTAHB1|Battery Storage|Lithium-ion,2220,Waratah Super Battery,N00091,Munmorah Battery ProjectCo Pty Ltd,akayshaenergy_NR,NSW1,850,222001,WSB_G1,Battery Storage,Lithium-ion,,WTAHB1,Scheduled,288,2.91,2.95,838.08,849.6,1679.04,Committed,46266,2065,,46361,46167.397048611114,150.048,150.048,150.048,150.048,150.048,150.048,150.048,150.048,150.048,150.048,150.048,150.048,850,765,765,850,765,765,850,765,765,850,765,765,850,765,765,850,765,765,296.494,296.494,296.494,296.494,296.494,296.494,296.494,296.494,1679.94,1508.08,1679.94,1508.08,1679.94,1508.08,1679.94,1508.08,1679.94,1508.08,1679.94,1508.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163601|1636|Warracknabeal Wind Farm:15||Wind|Onshore,1636,Warracknabeal Wind Farm,V00163,WestWind Energy Pty Ltd,w-wind_NR,VIC1,1500,163601,Warracknabeal Wind Farm:15,Wind,Onshore,,,Semi-scheduled,219,,7.5,,1642.5,,Publicly Announced,48579,2067,,46091,46150.501539351855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320801|3208|WBESS_GU1||Battery Storage|Lithium-ion,3208,Warrego BESS (WBESS) - KCI,Q00270,CI Warrego Pty Ltd as The Trustee for CI Warrego Trust,,QLD1,250,320801,WBESS_GU1,Battery Storage,Lithium-ion,,,Scheduled,1,,250,,250,250,Publicly Announced,,,,46091,46044.66872685185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299801|2998|WHBESS||Battery Storage|Lithium-ion,2998,Warrenheip BESS,V00175,AE Solar 6 Pty Ltd as Trustee for AE Solar 6 Unit Trust,,VIC1,240,299801,WHBESS,Battery Storage,Lithium-ion,,,Semi-scheduled,1,,240,,240,240,Publicly Announced,,,,46091,45842.7809837963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153004|1530|WARWSF1|WARWSF1|Solar PV|Single Axis Tracking,1530,Warwick Solar Farm,,The University of Queensland,uq.edu.au_NR,QLD1,64,153004,WARWSF1,Solar PV,Single Axis Tracking,,WARWSF1,Semi-scheduled,8,,4,,32,,In Service,,2046,,46361,46150.50387731481,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153005|1530|WARWSF2|WARWSF2|Solar PV|Single Axis Tracking,1530,Warwick Solar Farm,,The University of Queensland,uq.edu.au_NR,QLD1,64,153005,WARWSF2,Solar PV,Single Axis Tracking,,WARWSF2,Semi-scheduled,8,,4,,32,,In Service,,2046,,46361,46150.50387731481,28.1,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225401|2254|WTWLWF||Wind|Onshore,2254,Watta Wella Power Station,V00034, RES Australia Pty Ltd,res-group_NR,VIC1,306,225401,WTWLWF,Wind,Onshore,,,Semi-scheduled,45,6.8,6.8,306,306,,Publicly Announced,47473,2059,,46361,46167.74141203704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263401|2634|WATB1||Battery Storage|Lithium-ion,2634,Wattle Creek Energy Hub - Battery Storage,N00143,Wattle Creek Energy Hub P/L,sparkrenewables_NR,NSW1,350,263401,WATB1,Battery Storage,Lithium-ion,,,Scheduled,324,1.15,1.15,372.6,372.6,1493.64,Publicly Announced,47119,2053,,46361,46167.72560185185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263501|2635|WATB2||Battery Storage|Lithium-ion,2635,Wattle Creek Energy Hub - Solar / BESS,N00143,Wattle Creek Energy Hub P/L,sparkrenewables_NR,NSW1,180,263501,WATB2,Battery Storage,Lithium-ion,,,Scheduled,57,4.6,4.6,262.2,262.2,1048.8,Publicly Announced,47362,2054,,46091,46111.78223379629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263502|2635|WATS||Solar PV|Fixed,2635,Wattle Creek Energy Hub - Solar / BESS,N00143,Wattle Creek Energy Hub P/L,sparkrenewables_NR,NSW1,180,263502,WATS,Solar PV,Fixed,,,Semi-scheduled,43,5.32,4.4,228.76,189.2,,Publicly Announced,47362,2064,,46091,46111.78223379629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122501|1225|Waubra:1-15|WAUBRAWF|Wind|Onshore,1225,Waubra,,Pyrenees Wind Energy Developments,PYRENEES,VIC1,192,122501,Waubra:1-15,Wind,Onshore,,WAUBRAWF,Significant Non-scheduled,15,1.5,1.5,22.5,22.5,,In Service,,2034,,46091,46177.89230324074,22.5,22.5,0,22.5,22.5,0,22.5,22.5,0,22.5,22.5,0,22.5,22.5,0,22.5,22.5,0,22.5,22.5,0,22.5,22.5,0,22.5,22.5,0,22.5,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122502|1225|Waubra:16-77|WAUBRAWF|Wind|Onshore,1225,Waubra,,Pyrenees Wind Energy Developments,PYRENEES,VIC1,192,122502,Waubra:16-77,Wind,Onshore,,WAUBRAWF,Significant Non-scheduled,62,1.5,1.5,93,93,,In Service,,2034,,46091,46177.89230324074,93,93,0,93,93,0,93,93,0,93,93,0,93,93,0,93,93,0,93,93,0,93,93,0,93,93,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122503|1225|Waubra:78-128|WAUBRAWF|Wind|Onshore,1225,Waubra,,Pyrenees Wind Energy Developments,PYRENEES,VIC1,192,122503,Waubra:78-128,Wind,Onshore,,WAUBRAWF,Significant Non-scheduled,51,1.5,1.5,76.5,76.5,,In Service,,2034,,46091,46177.89230324074,76.5,76.5,0,76.5,76.5,0,76.5,76.5,0,76.5,76.5,0,76.5,76.5,0,76.5,76.5,0,76.5,76.5,0,76.5,76.5,0,76.5,76.5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278001|2780|waubrabe||Battery Storage|Lithium-ion,2780,Waubra BESS - KCI,V00156,Acciona Energy Australia Global,acciona_NR,VIC1,200,278001,waubrabe,Battery Storage,Lithium-ion,,,Scheduled,1,,200,,200,400,Publicly Announced,47467,2049,,46091,46101.4046875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291301|2913|WTBS_GU1||Battery Storage|Compressed Air,2913,Wellington A-CAES,N00216,Hydrostor Australia Holdings P/L,hydrostor_NR,NSW1,500,291301,WTBS_GU1,Battery Storage,Compressed Air,,,Scheduled,4,125,125,500,500,4000,Publicly Announced,48579,2082,,46091,46101.417592592596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196001|1960|WELNTH|WELNSF1|Solar PV|Single Axis Tracking,1960,Wellington North Solar Farm,N00047,Wellington North Solar Farm Pty Ltd,quintasenergy_NR,NSW1,330,196001,WELNTH,Solar PV,Single Axis Tracking,,WELNSF1,Semi-scheduled,104,4.1,4.2,426.4,436.8,,In Service,,2064,,46361,46170.52695601852,329.992,329.992,328.952,329.992,329.992,328.952,329.992,329.992,328.952,329.992,329.992,328.952,329.992,329.992,328.952,329.992,329.992,328.952,329.992,329.992,328.952,329.992,329.992,328.952,329.992,329.992,328.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151502|1515|WELLSF1|WELLSF1|Solar PV|Single Axis Tracking,1515,Wellington South Solar Farm,,Wellington South Pty Ltd,quintasenergy_NR,NSW1,170,151502,WELLSF1,Solar PV,Single Axis Tracking,,WELLSF1,Semi-scheduled,132,1.5,1.64,198,216.48,,In Service,,2051,,46361,46170.5378587963,169.884,168.3,160.38,169.884,168.3,160.38,169.884,168.3,160.38,169.884,168.3,160.38,169.884,168.3,160.38,169.884,168.3,160.38,169.884,168.3,160.38,169.884,168.3,160.38,169.884,168.3,160.38,169.884,168.3,160.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156301|1563|Wemen Solar Farm:Wemen Solar Farm 1 - 39|WEMENSF1|Solar PV|Single Axis Tracking,1563,Wemen Solar Farm,,Wemen Asset Co Pty Ltd as Trustee to Wemen Solar Unit Trust,WEMENSF,VIC1,88,156301,Wemen Solar Farm:Wemen Solar Farm 1 - 39,Solar PV,Single Axis Tracking,,WEMENSF1,Semi-scheduled,39,2.82,2.5,109.98,97.5,,In Service,,2049,,46091,46140.7419212963,87.984,85.527,82.368,87.984,85.527,82.368,87.984,85.527,82.368,87.984,85.527,82.368,87.984,85.527,82.368,87.984,85.527,82.368,87.984,85.527,82.368,87.984,85.527,82.368,87.984,85.527,82.368,87.984,85.527,82.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122601|1226|WILC1|WESTILL1|Gas Turbine|Other,1226,West Illawarra Leagues Club,,Western Suburbs Leagues Club,enel_NR,NSW1,1,122601,WILC1,Gas Turbine,Other,Diesel/ Fuel Oil,WESTILL1,Non-scheduled,2,,0.72,,1.44,,In Service,,2050,,45992,45701.037523148145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122703|1227|WKIEWA1a|WKIEWA1|Hydro|Dam,1227,West Kiewa,,AGL Hydro Partnership,SOUTHHYD,VIC1,68,122703,WKIEWA1a,Hydro,Dam,,WKIEWA1,Scheduled,1,,17,,17,,In Service,,2057,,46091,46105.47769675926,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122704|1227|WKIEWA1b|WKIEWA1|Hydro|Dam,1227,West Kiewa,,AGL Hydro Partnership,SOUTHHYD,VIC1,68,122704,WKIEWA1b,Hydro,Dam,,WKIEWA1,Scheduled,1,,17,,17,,In Service,,2057,,46091,46105.47769675926,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122705|1227|WKIEWA2a|WKIEWA1|Hydro|Dam,1227,West Kiewa,,AGL Hydro Partnership,SOUTHHYD,VIC1,68,122705,WKIEWA2a,Hydro,Dam,,WKIEWA1,Scheduled,1,,17,,17,,In Service,,2057,,46091,46105.47769675926,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122706|1227|WKIEWA2b|WKIEWA1|Hydro|Dam,1227,West Kiewa,,AGL Hydro Partnership,SOUTHHYD,VIC1,68,122706,WKIEWA2b,Hydro,Dam,,WKIEWA1,Scheduled,1,,17,,17,,In Service,,2057,,46091,46105.47769675926,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200001|2000|WMDCBESS||Battery Storage|Lithium-ion,2000,West Mokoan Solar Farm and BESS,V00105,West Mokoan Solar Farm,lightsourcebp_NR,VIC1,300,200001,WMDCBESS,Battery Storage,Lithium-ion,,,Scheduled,112,7,2.67,784,299.04,1568,Anticipated,47301,2069,,46361,46176.395266203705,0,0,0,0,0,0,298.704,295.68,282.24,298.704,295.68,282.24,298.704,295.68,282.24,298.704,295.68,282.24,298.704,295.68,282.24,298.704,295.68,282.24,298.704,295.68,282.24,298.704,295.68,282.24,0,0,0,0,1448,1448,1375,1375,1340,1340,1311,1311,1285,1285,1261,1261,1240,1240,1220,1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200003|2000|WMSF||Solar PV|Single Axis Tracking,2000,West Mokoan Solar Farm and BESS,V00105,West Mokoan Solar Farm,lightsourcebp_NR,VIC1,300,200003,WMSF,Solar PV,Single Axis Tracking,,,Scheduled,112,3.3,3.58,369.6,400.96,,Anticipated,47301,2069,,46361,46176.395266203705,0,0,0,0,0,0,0,0,0,300.048,297.024,283.472,300.048,592.7,283.472,300.048,592.7,283.472,300.048,592.7,283.472,300.048,592.7,283.472,300.048,592.7,283.472,300.048,592.7,283.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190402|1904|WWSFPV|WSTWYSF1|Solar PV|Single Axis Tracking,1904,West Wyalong Solar Farm,,West Wyalong Fund Pty Ltd,quintasenergy_NR,NSW1,90,190402,WWSFPV,Solar PV,Single Axis Tracking,,WSTWYSF1,Semi-scheduled,29,3.72,3.63,107.88,105.27,,In Service,,2058,,46361,46170.58621527778,90.016,90.016,90.016,90.016,90.016,90.016,90.016,90.016,90.016,90.016,90.016,90.016,90.016,90.016,90.016,90.016,90.016,90.016,90.016,90.016,90.016,90.016,90.016,90.016,90.016,90.016,90.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196602|1966|WDBESS1|WDBESS1|Battery Storage|Lithium-ion,1966,Western Downs Battery - Stage 1 And 2,,Western Downs BESS Pty Ltd as trustee for Western Downs BESS Trust,WDOWBESS,QLD1,510,196602,WDBESS1,Battery Storage,Lithium-ion,,WDBESS1,Scheduled,140,1.93,1.82,270.2,254.8,509.6,In Service,,2048,,46361,46169.3774537037,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254.8,255,255,255,255,255,255,255,255,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196603|1966|WDBESS2|WDBESS2|Battery Storage|Lithium-ion,1966,Western Downs Battery - Stage 1 And 2,,Western Downs BESS Pty Ltd as trustee for Western Downs BESS Trust,WDOWBESS,QLD1,510,196603,WDBESS2,Battery Storage,Lithium-ion,,WDBESS2,Scheduled,140,1.93,1.82,270.2,254.8,509.6,In Service,,2048,,46361,46169.3774537037,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201101|2011|WDGPH|WDGPH1|Solar PV|Single Axis Tracking,2011,Western Downs Green Power Hub P/L,,Western Downs Green Power Hub Pty Ltd,WDOWNS,QLD1,400,201101,WDGPH,Solar PV,Single Axis Tracking,,WDGPH1,Semi-scheduled,167,,2.4,,400.8,,In Service,,2046,,46091,46111.649502314816,399.965,399.965,394.955,399.965,399.965,394.955,399.965,399.965,394.955,399.965,399.965,394.955,399.965,399.965,394.955,399.965,399.965,394.955,399.965,399.965,394.955,399.965,399.965,394.955,399.965,399.965,394.955,399.965,399.965,394.955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218501|2185|WS_G1||Other|Other,2185,Western Sydney Energy & Resource Recovery Centre,N00042, Western Sydney Energy & Resource Recovery Centre ,,NSW1,58,218501,WS_G1,Other,Other,,,Scheduled,1,,58,,58,,Publicly Announced,,,,46091,44945.76627314815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274201|2742|WSPH_GU1||Hydro|Pumped Hydro,2742,Western Sydney Pumped Hydro Project,,Zen Energy Retail Pty Ltd,zenenergy_NR,NSW1,830,274201,WSPH_GU1,Hydro,Pumped Hydro,,,Scheduled,4,,207.5,,830,12000,Publicly Announced,48580,2084,,46091,46113.62290509259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331101|3311|Western Tables Wind Farm||Wind|Onshore,3311,Western Tables Wind Farm - KCI,V00205,,,VIC1,1000,331101,Western Tables Wind Farm,Wind,Onshore,,,Semi-scheduled,1,,1000,,1000,,Publicly Announced,,,,,46205.41972222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166201|1662|WRWSF1|WRSF1|Solar PV|Fixed,1662,White Rock Solar Farm,,Goldwind Australia Pty Ltd,goldwindaustralia_NR,NSW1,20,166201,WRWSF1,Solar PV,Fixed,,WRSF1,Semi-scheduled,8,2.5,2.5,20,20,,In Service,,2043,,46091,46167.64832175926,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127701|1277|White Rock Wind Farm - Stage 1:Stage 1 committed 1|WRWF1|Wind|Onshore,1277,White Rock Wind Farm - Stage 1,,CECEP Wind Power Australia Pty Ltd,WROCKWF,NSW1,172.5,127701,White Rock Wind Farm - Stage 1:Stage 1 committed 1,Wind,Onshore,,WRWF1,Semi-scheduled,70,2.5,2.5,175,175,,In Service,,2038,,46091,46154.34344907408,172.48,172.48,172.48,172.48,172.48,172.48,172.48,172.48,172.48,172.48,172.48,172.48,172.48,172.48,172.48,172.48,172.48,172.48,172.48,172.48,172.48,172.48,172.48,172.48,172.48,172.48,172.48,172.48,172.48,172.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166101|1661|White Rock Wind Farm - Stage 2:Stage 2 uncommitted||Wind|Onshore,1661,White Rock Wind Farm - Stage 2,N00011,White Rock Wind Farm Pty Ltd,WROCKWF,NSW1,215,166101,White Rock Wind Farm - Stage 2:Stage 2 uncommitted,Wind,Onshore,,,Semi-scheduled,47,4.5,4.5,211.5,211.5,,Publicly Announced,46843,2053,,46361,46156.44321759259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140701|1407|WSF:1-23|WHITSF1|Solar PV|Single Axis Tracking,1407,Whitsunday Solar Farm,,Whitsunday Solar Farm Pty Ltd,WSUNDAY,QLD1,56,140701,WSF:1-23,Solar PV,Single Axis Tracking,,WHITSF1,Semi-scheduled,23,,2.5,,57.5,,In Service,,2048,,46091,46002.61628472222,56.005,54.901,54.119,56.005,54.901,54.119,56.005,54.901,54.119,56.005,54.901,54.119,56.005,54.901,54.119,56.005,54.901,54.119,56.005,54.901,54.119,56.005,54.901,54.119,56.005,54.901,54.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
