sa2_code,sa2_name,state,state_code,erp_2001,erp_2010,erp_2015,erp_2020,erp_2024,erp_2025,change_2015_25_abs,change_2015_25_pct,change_2020_25_abs,change_2020_25_pct,change_2024_25_abs,change_2024_25_pct,natural_increase_2024_25,net_internal_migration_2024_25,net_overseas_migration_2024_25,source_id,geography_version
118011346,Rose Bay - Vaucluse - Watsons Bay,NSW,1,11933.0,12496.0,12566.0,12288.0,11879.0,11846.0,-720.0,-5.73,-442.0,-3.6,-33.0,-0.28,6.0,-174.0,135.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
118011347,Woollahra,NSW,1,7533.0,7579.0,7987.0,7847.0,7780.0,7779.0,-208.0,-2.6,-68.0,-0.87,-1.0,-0.01,28.0,-149.0,120.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
118011649,Bellevue Hill,NSW,1,14064.0,15244.0,15599.0,15038.0,15029.0,15094.0,-505.0,-3.24,56.0,0.37,65.0,0.43,56.0,-222.0,231.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
118011650,Double Bay - Darling Point,NSW,1,9623.0,10229.0,10866.0,10477.0,10265.0,10216.0,-650.0,-5.98,-261.0,-2.49,-49.0,-0.48,5.0,-220.0,166.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
118021564,Kensington (NSW),NSW,1,11181.0,13293.0,15335.0,14269.0,14341.0,14584.0,-751.0,-4.9,315.0,2.21,243.0,1.69,31.0,-522.0,734.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
118021565,Kingsford,NSW,1,13642.0,14757.0,16262.0,15043.0,16365.0,17013.0,751.0,4.62,1970.0,13.1,648.0,3.96,46.0,-518.0,1120.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
118021566,Maroubra - North,NSW,1,9152.0,9777.0,10380.0,10106.0,10314.0,10488.0,108.0,1.04,382.0,3.78,174.0,1.69,16.0,-52.0,210.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
118021567,Maroubra - South,NSW,1,10624.0,11376.0,11382.0,11289.0,11569.0,11637.0,255.0,2.24,348.0,3.08,68.0,0.59,75.0,-224.0,217.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
118021568,Maroubra - West,NSW,1,8239.0,10186.0,10653.0,10371.0,10750.0,10948.0,295.0,2.77,577.0,5.56,198.0,1.84,54.0,-192.0,336.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
118021569,Randwick - North,NSW,1,15829.0,17213.0,17757.0,16985.0,16695.0,16678.0,-1079.0,-6.08,-307.0,-1.81,-17.0,-0.1,55.0,-347.0,275.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
118021570,Randwick - South,NSW,1,11466.0,12316.0,13706.0,13348.0,13555.0,13672.0,-34.0,-0.25,324.0,2.43,117.0,0.86,50.0,-258.0,325.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
118021651,Coogee - Clovelly,NSW,1,18660.0,19697.0,21154.0,20474.0,20468.0,20337.0,-817.0,-3.86,-137.0,-0.67,-131.0,-0.64,220.0,-704.0,353.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
118021652,Malabar - La Perouse,NSW,1,7983.0,9117.0,11034.0,11133.0,10930.0,11097.0,63.0,0.57,-36.0,-0.32,167.0,1.53,-25.0,49.0,143.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
118021653,Matraville - Chifley,NSW,1,12432.0,12783.0,13439.0,13647.0,13977.0,14280.0,841.0,6.26,633.0,4.64,303.0,2.17,31.0,107.0,165.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
118021654,South Coogee,NSW,1,5248.0,5491.0,5797.0,5825.0,5759.0,5741.0,-56.0,-0.97,-84.0,-1.44,-18.0,-0.31,-6.0,-85.0,73.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119011354,Bass Hill - Georges Hall,NSW,1,19863.0,20822.0,22477.0,24050.0,24566.0,24701.0,2224.0,9.89,651.0,2.71,135.0,0.55,125.0,-165.0,175.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119011355,Chullora,NSW,1,0.0,0.0,538.0,1466.0,1506.0,1524.0,986.0,183.27,58.0,3.96,18.0,1.2,20.0,-24.0,22.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119011356,Condell Park,NSW,1,9615.0,10599.0,11515.0,12791.0,13388.0,13581.0,2066.0,17.94,790.0,6.18,193.0,1.44,129.0,-65.0,129.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119011358,Padstow,NSW,1,15265.0,16130.0,16926.0,17392.0,17490.0,17692.0,766.0,4.53,300.0,1.72,202.0,1.15,89.0,-59.0,172.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119011360,Revesby,NSW,1,13712.0,15302.0,16628.0,17757.0,18513.0,18775.0,2147.0,12.91,1018.0,5.73,262.0,1.42,52.0,4.0,206.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119011361,Yagoona - Birrong,NSW,1,17770.0,19324.0,21259.0,22750.0,23422.0,23744.0,2485.0,11.69,994.0,4.37,322.0,1.37,206.0,-138.0,254.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119011571,Bankstown - North,NSW,1,12417.0,16031.0,16859.0,17467.0,18386.0,18671.0,1812.0,10.75,1204.0,6.89,285.0,1.55,219.0,-377.0,443.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119011572,Bankstown - South,NSW,1,12608.0,15815.0,16594.0,18245.0,19143.0,19222.0,2628.0,15.84,977.0,5.35,79.0,0.41,177.0,-435.0,337.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119011655,Greenacre - North,NSW,1,12186.0,13356.0,14229.0,14855.0,15230.0,15405.0,1176.0,8.26,550.0,3.7,175.0,1.15,85.0,-30.0,120.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119011656,Greenacre - South,NSW,1,11094.0,11960.0,12687.0,13530.0,13624.0,13794.0,1107.0,8.73,264.0,1.95,170.0,1.25,114.0,-85.0,141.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119011657,Panania (North) - Milperra,NSW,1,10156.0,10306.0,10835.0,11448.0,11685.0,11918.0,1083.0,10.0,470.0,4.11,233.0,1.99,106.0,41.0,86.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119011658,Panania (South) - Picnic Point,NSW,1,13851.0,14443.0,15525.0,16030.0,16442.0,16608.0,1083.0,6.98,578.0,3.61,166.0,1.01,124.0,-62.0,104.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119021362,Belmore - Belfield,NSW,1,18757.0,19419.0,19856.0,20651.0,20968.0,21206.0,1350.0,6.8,555.0,2.69,238.0,1.14,145.0,-176.0,269.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119021366,Punchbowl,NSW,1,18618.0,19904.0,21555.0,22104.0,22392.0,22463.0,908.0,4.21,359.0,1.62,71.0,0.32,232.0,-499.0,338.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119021367,Roselands,NSW,1,12438.0,13476.0,14340.0,14736.0,15145.0,15308.0,968.0,6.75,572.0,3.88,163.0,1.08,112.0,-116.0,167.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119021573,Lakemba,NSW,1,15171.0,16450.0,17742.0,17768.0,17621.0,17756.0,14.0,0.08,-12.0,-0.07,135.0,0.77,221.0,-680.0,594.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119021574,Wiley Park,NSW,1,8926.0,10256.0,10673.0,10638.0,10582.0,10697.0,24.0,0.22,59.0,0.55,115.0,1.09,177.0,-413.0,351.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119021659,Campsie - North,NSW,1,10252.0,11540.0,12522.0,12518.0,12545.0,12771.0,249.0,1.99,253.0,2.02,226.0,1.8,21.0,-263.0,468.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119021660,Campsie - South,NSW,1,8097.0,8460.0,9135.0,9524.0,9452.0,9592.0,457.0,5.0,68.0,0.71,140.0,1.48,61.0,-268.0,347.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119021661,Canterbury - South,NSW,1,7810.0,8119.0,9400.0,11945.0,13191.0,13386.0,3986.0,42.4,1441.0,12.06,195.0,1.48,53.0,-86.0,228.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119021662,Earlwood,NSW,1,17789.0,17724.0,18535.0,18341.0,18121.0,18194.0,-341.0,-1.84,-147.0,-0.8,73.0,0.4,33.0,-121.0,161.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119021663,Kingsgrove - North,NSW,1,5748.0,6048.0,6328.0,6290.0,6439.0,6545.0,217.0,3.43,255.0,4.05,106.0,1.65,4.0,32.0,70.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119031370,Narwee - Beverly Hills,NSW,1,11882.0,13047.0,14178.0,14202.0,13987.0,14022.0,-156.0,-1.1,-180.0,-1.27,35.0,0.25,13.0,-212.0,234.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119031371,Oatley - Hurstville Grove,NSW,1,11944.0,12522.0,12970.0,12878.0,12853.0,12985.0,15.0,0.12,107.0,0.83,132.0,1.03,23.0,-28.0,137.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119031372,Peakhurst - Lugarno,NSW,1,17402.0,18228.0,18662.0,20180.0,20862.0,21067.0,2405.0,12.89,887.0,4.4,205.0,0.98,47.0,-19.0,177.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119031373,Riverwood,NSW,1,9209.0,9615.0,11046.0,11983.0,12194.0,12414.0,1368.0,12.38,431.0,3.6,220.0,1.8,49.0,-116.0,287.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119031374,South Hurstville - Blakehurst,NSW,1,21160.0,23702.0,24963.0,25744.0,26943.0,27385.0,2422.0,9.7,1641.0,6.37,442.0,1.64,75.0,-287.0,654.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119031664,Hurstville - Central,NSW,1,6536.0,8508.0,10884.0,12324.0,14202.0,14602.0,3718.0,34.16,2278.0,18.48,400.0,2.82,96.0,-292.0,596.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119031665,Hurstville - North,NSW,1,10454.0,12462.0,13089.0,12751.0,12719.0,12816.0,-273.0,-2.09,65.0,0.51,97.0,0.76,-14.0,-258.0,369.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119031666,Mortdale - Oatley,NSW,1,13212.0,13902.0,14571.0,15049.0,15230.0,15297.0,726.0,4.98,248.0,1.65,67.0,0.44,42.0,-200.0,225.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119031667,Penshurst,NSW,1,8299.0,9142.0,9954.0,9759.0,10032.0,10142.0,188.0,1.89,383.0,3.92,110.0,1.1,55.0,-202.0,257.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119041377,Kingsgrove (South) - Bardwell Park,NSW,1,12120.0,12740.0,13217.0,13262.0,13349.0,13471.0,254.0,1.92,209.0,1.58,122.0,0.91,79.0,-129.0,172.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119041378,Kogarah,NSW,1,7883.0,10012.0,11556.0,13019.0,15008.0,15387.0,3831.0,33.15,2368.0,18.19,379.0,2.53,71.0,-185.0,493.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119041379,Kogarah Bay - Carlton - Allawah,NSW,1,14275.0,15566.0,16641.0,16699.0,17322.0,17669.0,1028.0,6.18,970.0,5.81,347.0,2.0,108.0,-150.0,389.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119041380,Monterey - Brighton-le-Sands - Kyeemagh,NSW,1,13317.0,13941.0,14708.0,14414.0,13704.0,13655.0,-1053.0,-7.16,-759.0,-5.27,-49.0,-0.36,48.0,-320.0,223.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119041381,Rockdale - Banksia,NSW,1,15904.0,19738.0,20788.0,20731.0,22588.0,23103.0,2315.0,11.14,2372.0,11.44,515.0,2.28,79.0,-386.0,822.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119041382,Sans Souci - Ramsgate,NSW,1,14651.0,15730.0,16643.0,16877.0,16946.0,17080.0,437.0,2.63,203.0,1.2,134.0,0.79,75.0,-87.0,146.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119041668,Arncliffe - Bardwell Valley,NSW,1,11586.0,12405.0,15099.0,16696.0,17890.0,18213.0,3114.0,20.62,1517.0,9.09,323.0,1.81,108.0,-223.0,438.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119041669,Bexley - North,NSW,1,9086.0,10072.0,10344.0,10402.0,10160.0,10184.0,-160.0,-1.55,-218.0,-2.1,24.0,0.24,-5.0,-78.0,107.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119041670,Bexley - South,NSW,1,15139.0,16690.0,17312.0,16567.0,16384.0,16527.0,-785.0,-4.53,-40.0,-0.24,143.0,0.87,38.0,-332.0,437.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
119041671,Wolli Creek,NSW,1,1235.0,2734.0,5965.0,10287.0,12352.0,12585.0,6620.0,110.98,2298.0,22.34,233.0,1.89,117.0,-231.0,347.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
120011383,Concord - Mortlake - Cabarita,NSW,1,15472.0,20347.0,22405.0,23500.0,23818.0,24026.0,1621.0,7.23,526.0,2.24,208.0,0.87,70.0,-119.0,257.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
120011385,Drummoyne - Rodd Point,NSW,1,17021.0,18132.0,19166.0,18832.0,18986.0,19158.0,-8.0,-0.04,326.0,1.73,172.0,0.91,32.0,-41.0,181.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
120011386,Five Dock - Abbotsford,NSW,1,17462.0,20059.0,21241.0,21376.0,21421.0,21449.0,208.0,0.98,73.0,0.34,28.0,0.13,93.0,-275.0,210.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
120011672,Concord West - North Strathfield,NSW,1,10467.0,12847.0,13613.0,13411.0,13295.0,13453.0,-160.0,-1.18,42.0,0.31,158.0,1.19,45.0,-142.0,255.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
120011673,Rhodes,NSW,1,808.0,4579.0,11479.0,12062.0,12534.0,13094.0,1615.0,14.07,1032.0,8.56,560.0,4.47,126.0,100.0,334.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
120021387,Balmain,NSW,1,14708.0,15604.0,16408.0,16204.0,16023.0,16124.0,-284.0,-1.73,-80.0,-0.49,101.0,0.63,78.0,-178.0,201.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
120021389,Lilyfield - Rozelle,NSW,1,11798.0,13770.0,14528.0,14400.0,14167.0,14218.0,-310.0,-2.13,-182.0,-1.26,51.0,0.36,72.0,-155.0,134.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
120021674,Annandale (NSW),NSW,1,8519.0,9173.0,9734.0,9926.0,9948.0,10004.0,270.0,2.77,78.0,0.79,56.0,0.56,55.0,-114.0,115.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
120021675,Leichhardt,NSW,1,15121.0,16422.0,17554.0,17988.0,18233.0,18357.0,803.0,4.57,369.0,2.05,124.0,0.68,126.0,-147.0,145.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
120031392,Canterbury (North) - Ashbury,NSW,1,9919.0,9890.0,10667.0,12275.0,12503.0,12633.0,1966.0,18.43,358.0,2.92,130.0,1.04,57.0,-90.0,163.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
120031393,Croydon Park - Enfield,NSW,1,16460.0,17116.0,17875.0,17816.0,18161.0,18270.0,395.0,2.21,454.0,2.55,109.0,0.6,39.0,-170.0,240.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
120031394,Dulwich Hill - Lewisham,NSW,1,16161.0,16554.0,17374.0,18388.0,18690.0,18826.0,1452.0,8.36,438.0,2.38,136.0,0.73,120.0,-192.0,208.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
120031395,Haberfield - Summer Hill,NSW,1,13664.0,13867.0,14047.0,13926.0,14012.0,14061.0,14.0,0.1,135.0,0.97,49.0,0.35,-9.0,-88.0,146.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
120031396,Homebush,NSW,1,7372.0,13097.0,16198.0,20719.0,23042.0,23511.0,7313.0,45.15,2792.0,13.48,469.0,2.04,266.0,-420.0,623.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
120031576,Strathfield South,NSW,1,3113.0,3400.0,3667.0,3758.0,3714.0,3727.0,60.0,1.64,-31.0,-0.82,13.0,0.35,28.0,-72.0,57.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
120031676,Ashfield - North,NSW,1,11719.0,12528.0,13474.0,12241.0,12423.0,12626.0,-848.0,-6.29,385.0,3.15,203.0,1.63,37.0,-289.0,455.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
120031677,Ashfield - South,NSW,1,9779.0,11166.0,11730.0,12489.0,12892.0,13056.0,1326.0,11.3,567.0,4.54,164.0,1.27,-39.0,-133.0,336.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
120031678,Burwood (NSW),NSW,1,9184.0,10606.0,13732.0,15790.0,18172.0,18684.0,4952.0,36.06,2894.0,18.33,512.0,2.82,88.0,-231.0,655.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
120031679,Croydon,NSW,1,10059.0,11202.0,11528.0,11456.0,11318.0,11360.0,-168.0,-1.46,-96.0,-0.84,42.0,0.37,-5.0,-161.0,208.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
120031680,Strathfield - East,NSW,1,12470.0,15514.0,17037.0,17469.0,18411.0,18724.0,1687.0,9.9,1255.0,7.18,313.0,1.7,30.0,-461.0,744.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
120031681,Strathfield - West,NSW,1,8451.0,8642.0,8799.0,9311.0,8978.0,8936.0,137.0,1.56,-375.0,-4.03,-42.0,-0.47,39.0,-164.0,83.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
121011399,Chatswood (West) - Lane Cove North,NSW,1,17451.0,18915.0,20981.0,22187.0,23222.0,23620.0,2639.0,12.58,1433.0,6.46,398.0,1.71,148.0,-146.0,396.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
121011401,St Leonards - Naremburn,NSW,1,7001.0,9607.0,10780.0,12007.0,13502.0,13802.0,3022.0,28.03,1795.0,14.95,300.0,2.22,149.0,-62.0,213.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
121011682,Artarmon,NSW,1,8584.0,8998.0,9634.0,10025.0,9863.0,9907.0,273.0,2.83,-118.0,-1.18,44.0,0.45,62.0,-198.0,180.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
121011683,Castle Cove - Northbridge,NSW,1,12615.0,13241.0,13762.0,13736.0,13562.0,13592.0,-170.0,-1.24,-144.0,-1.05,30.0,0.22,-16.0,-76.0,122.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
121011684,Chatswood - East,NSW,1,11939.0,16397.0,19211.0,20600.0,21470.0,21644.0,2433.0,12.66,1044.0,5.07,174.0,0.81,55.0,-627.0,746.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
121011685,Greenwich - Riverview,NSW,1,12533.0,12540.0,13281.0,13351.0,13164.0,13212.0,-69.0,-0.52,-139.0,-1.04,48.0,0.36,43.0,-129.0,134.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
121011686,Lane Cove,NSW,1,12070.0,12577.0,13895.0,15901.0,16659.0,16705.0,2810.0,20.22,804.0,5.06,46.0,0.28,88.0,-226.0,184.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
121011687,Willoughby,NSW,1,11270.0,12106.0,12721.0,13202.0,13403.0,13771.0,1050.0,8.25,569.0,4.31,368.0,2.75,14.0,197.0,157.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
121021403,Asquith - Mount Colah,NSW,1,18145.0,18420.0,18741.0,21883.0,23299.0,23527.0,4786.0,25.54,1644.0,7.51,228.0,0.98,126.0,-54.0,156.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
121021404,Berowra - Brooklyn - Cowan,NSW,1,11707.0,11781.0,11990.0,11985.0,11742.0,11761.0,-229.0,-1.91,-224.0,-1.87,19.0,0.16,60.0,-106.0,65.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
121021406,Normanhurst - Thornleigh - Westleigh,NSW,1,17568.0,18572.0,19059.0,19363.0,19827.0,19875.0,816.0,4.28,512.0,2.64,48.0,0.24,15.0,-145.0,178.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
121021577,Hornsby - East,NSW,1,8886.0,11140.0,11985.0,12546.0,12658.0,12798.0,813.0,6.78,252.0,2.01,140.0,1.11,104.0,-302.0,338.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
121021578,Hornsby - West,NSW,1,9609.0,10371.0,10944.0,10968.0,10803.0,10830.0,-114.0,-1.04,-138.0,-1.26,27.0,0.25,13.0,-140.0,154.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
121021579,Wahroonga (West) - Waitara,NSW,1,5847.0,9005.0,9520.0,11906.0,12523.0,12544.0,3024.0,31.76,638.0,5.36,21.0,0.17,-61.0,-190.0,272.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
121031407,Gordon - Killara,NSW,1,18403.0,18984.0,21899.0,23048.0,23815.0,23799.0,1900.0,8.68,751.0,3.26,-16.0,-0.07,-51.0,-355.0,390.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
121031408,Lindfield - Roseville,NSW,1,20938.0,21887.0,23674.0,25205.0,25633.0,25620.0,1946.0,8.22,415.0,1.65,-13.0,-0.05,32.0,-406.0,361.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
121031409,Pymble,NSW,1,15601.0,16307.0,16902.0,17552.0,17969.0,18052.0,1150.0,6.8,500.0,2.85,83.0,0.46,36.0,-142.0,189.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
121031410,St Ives,NSW,1,18171.0,19453.0,20875.0,22055.0,22756.0,22932.0,2057.0,9.85,877.0,3.98,176.0,0.77,-51.0,-19.0,246.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
121031411,Turramurra,NSW,1,17826.0,18483.0,19808.0,20476.0,20707.0,20593.0,785.0,3.96,117.0,0.57,-114.0,-0.55,-99.0,-174.0,159.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
121031412,Wahroonga (East) - Warrawee,NSW,1,16331.0,17827.0,18463.0,18424.0,18249.0,18232.0,-231.0,-1.25,-192.0,-1.04,-17.0,-0.09,-26.0,-152.0,161.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
121041413,Cremorne - Cammeray,NSW,1,17149.0,18982.0,19918.0,19528.0,19698.0,19870.0,-48.0,-0.24,342.0,1.75,172.0,0.87,168.0,-288.0,292.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
121041414,Crows Nest - Waverton,NSW,1,16226.0,17621.0,18882.0,18659.0,18948.0,19092.0,210.0,1.11,433.0,2.32,144.0,0.76,130.0,-287.0,301.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
121041416,Neutral Bay - Kirribilli,NSW,1,16706.0,17834.0,18913.0,18010.0,18202.0,18384.0,-529.0,-2.8,374.0,2.08,182.0,1.0,83.0,-235.0,334.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
121041417,North Sydney - Lavender Bay,NSW,1,8043.0,9984.0,11160.0,12739.0,13563.0,13776.0,2616.0,23.44,1037.0,8.14,213.0,1.57,67.0,-149.0,295.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
121041688,Mosman - North,NSW,1,13200.0,14011.0,14600.0,14358.0,14361.0,14409.0,-191.0,-1.31,51.0,0.36,48.0,0.33,29.0,-203.0,222.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
121041689,Mosman - South,NSW,1,14480.0,15120.0,15445.0,15185.0,14923.0,14965.0,-480.0,-3.11,-220.0,-1.45,42.0,0.28,30.0,-196.0,208.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
122011418,Balgowlah - Clontarf - Seaforth,NSW,1,18445.0,19958.0,20966.0,21107.0,20928.0,20936.0,-30.0,-0.14,-171.0,-0.81,8.0,0.04,74.0,-264.0,198.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
122011419,Manly - Fairlight,NSW,1,19983.0,21941.0,23403.0,23531.0,24319.0,24569.0,1166.0,4.98,1038.0,4.41,250.0,1.03,182.0,-440.0,508.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
122021420,Avalon - Palm Beach,NSW,1,13047.0,12873.0,12990.0,13111.0,13219.0,13161.0,171.0,1.32,50.0,0.38,-58.0,-0.44,-6.0,-198.0,146.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
122021421,Bayview - Elanora Heights,NSW,1,10768.0,10735.0,11096.0,11344.0,11349.0,11426.0,330.0,2.97,82.0,0.72,77.0,0.68,13.0,-40.0,104.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
122021422,Newport - Bilgola,NSW,1,12881.0,13519.0,13881.0,13905.0,13861.0,13928.0,47.0,0.34,23.0,0.17,67.0,0.48,53.0,-107.0,121.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
122021690,Mona Vale - Warriewood (North),NSW,1,11656.0,13452.0,14168.0,14735.0,14967.0,15134.0,966.0,6.82,399.0,2.71,167.0,1.12,-89.0,119.0,137.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
122021691,North Narrabeen - Warriewood (South),NSW,1,7693.0,8998.0,10522.0,10929.0,11084.0,11191.0,669.0,6.36,262.0,2.4,107.0,0.97,0.0,-24.0,131.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
122031424,Beacon Hill - Narraweena,NSW,1,12970.0,13561.0,14282.0,14757.0,14558.0,14642.0,360.0,2.52,-115.0,-0.78,84.0,0.58,36.0,-116.0,164.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
122031425,Cromer,NSW,1,7340.0,7486.0,7732.0,8064.0,8295.0,8400.0,668.0,8.64,336.0,4.17,105.0,1.27,40.0,1.0,64.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
