sa2_code,sa2_name,state,state_code,erp_2001,erp_2010,erp_2015,erp_2020,erp_2024,erp_2025,change_2015_25_abs,change_2015_25_pct,change_2020_25_abs,change_2020_25_pct,change_2024_25_abs,change_2024_25_pct,natural_increase_2024_25,net_internal_migration_2024_25,net_overseas_migration_2024_25,source_id,geography_version
105031102,Dubbo - West,NSW,1,7147.0,7613.0,8805.0,10203.0,10919.0,11004.0,2199.0,24.97,801.0,7.85,85.0,0.78,87.0,-54.0,52.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
105031103,Dubbo Surrounds,NSW,1,5406.0,5373.0,5561.0,5950.0,6156.0,6189.0,628.0,11.29,239.0,4.02,33.0,0.54,35.0,-7.0,5.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
105031104,Gilgandra,NSW,1,4832.0,4618.0,4474.0,4436.0,4411.0,4426.0,-48.0,-1.07,-10.0,-0.23,15.0,0.34,22.0,-17.0,10.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
105031105,Narromine,NSW,1,7125.0,6901.0,6761.0,6622.0,6502.0,6499.0,-262.0,-3.88,-123.0,-1.86,-3.0,-0.05,36.0,-49.0,10.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
105031106,Wellington,NSW,1,8950.0,9068.0,9049.0,8983.0,9135.0,9159.0,110.0,1.22,176.0,1.96,24.0,0.26,3.0,-2.0,23.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
106011107,Branxton - Greta - Pokolbin,NSW,1,7490.0,9309.0,10186.0,12240.0,15369.0,16413.0,6227.0,61.13,4173.0,34.09,1044.0,6.79,207.0,807.0,30.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
106011108,Cessnock,NSW,1,19520.0,20345.0,22182.0,23625.0,24288.0,24745.0,2563.0,11.55,1120.0,4.74,457.0,1.88,75.0,348.0,34.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
106011109,Cessnock Surrounds,NSW,1,6288.0,7157.0,7883.0,8918.0,9782.0,9974.0,2091.0,26.53,1056.0,11.84,192.0,1.96,67.0,113.0,12.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
106011110,Dungog,NSW,1,8338.0,8457.0,9008.0,9450.0,9911.0,10102.0,1094.0,12.14,652.0,6.9,191.0,1.93,21.0,158.0,12.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
106011111,Kurri Kurri - Abermain,NSW,1,15222.0,16523.0,17791.0,20045.0,22850.0,23407.0,5616.0,31.57,3362.0,16.77,557.0,2.44,187.0,338.0,32.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
106011112,Singleton,NSW,1,14899.0,16649.0,16570.0,16973.0,17503.0,17396.0,826.0,4.98,423.0,2.49,-107.0,-0.61,87.0,-276.0,82.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
106011113,Singleton Surrounds,NSW,1,4684.0,4887.0,5010.0,5301.0,5479.0,5523.0,513.0,10.24,222.0,4.19,44.0,0.8,12.0,24.0,8.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
106021114,Maitland,NSW,1,3843.0,4704.0,6482.0,8245.0,9552.0,9805.0,3323.0,51.27,1560.0,18.92,253.0,2.65,38.0,197.0,18.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
106021116,Maitland - North,NSW,1,5235.0,6678.0,7606.0,8540.0,9173.0,9195.0,1589.0,20.89,655.0,7.67,22.0,0.24,51.0,-48.0,19.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
106021614,East Maitland - Metford,NSW,1,14674.0,17783.0,18341.0,18159.0,18285.0,18334.0,-7.0,-0.04,175.0,0.96,49.0,0.27,25.0,-31.0,55.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
106021615,Rutherford (North) - Aberglasslyn,NSW,1,7624.0,11724.0,15425.0,17513.0,19315.0,19954.0,4529.0,29.36,2441.0,13.94,639.0,3.31,80.0,490.0,69.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
106021616,Rutherford (South) - Telarah,NSW,1,6295.0,6579.0,6936.0,7692.0,9080.0,9366.0,2430.0,35.03,1674.0,21.76,286.0,3.15,117.0,158.0,11.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
106021617,Tenambit - East Maitland,NSW,1,7844.0,8638.0,9410.0,9994.0,10475.0,10532.0,1122.0,11.92,538.0,5.38,57.0,0.54,55.0,-17.0,19.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
106021618,Thornton - Millers Forest,NSW,1,6809.0,8991.0,9949.0,14555.0,19041.0,19925.0,9976.0,100.27,5370.0,36.89,884.0,4.64,234.0,614.0,36.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
106031119,Anna Bay,NSW,1,4975.0,5597.0,5812.0,6260.0,6798.0,6868.0,1056.0,18.17,608.0,9.71,70.0,1.03,-10.0,55.0,25.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
106031120,Lemon Tree Passage - Tanilba Bay,NSW,1,5865.0,6424.0,6740.0,6882.0,7011.0,7065.0,325.0,4.82,183.0,2.66,54.0,0.77,-13.0,49.0,18.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
106031121,Nelson Bay Peninsula,NSW,1,17533.0,20132.0,21325.0,21938.0,22075.0,22156.0,831.0,3.9,218.0,0.99,81.0,0.37,-113.0,76.0,118.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
106031122,Raymond Terrace,NSW,1,13601.0,14075.0,14133.0,14563.0,15274.0,15345.0,1212.0,8.58,782.0,5.37,71.0,0.46,71.0,-33.0,33.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
106031123,Seaham - Woodville,NSW,1,4443.0,5470.0,5469.0,5663.0,5844.0,5899.0,430.0,7.86,236.0,4.17,55.0,0.94,19.0,30.0,6.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
106031124,Tea Gardens - Hawks Nest,NSW,1,3797.0,4624.0,5014.0,5595.0,5807.0,5786.0,772.0,15.4,191.0,3.41,-21.0,-0.36,-98.0,58.0,19.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
106031125,Williamtown - Medowie - Karuah,NSW,1,10830.0,12967.0,13780.0,14783.0,16641.0,17178.0,3398.0,24.66,2395.0,16.2,537.0,3.23,95.0,403.0,39.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
106041126,Muswellbrook,NSW,1,11222.0,12038.0,12333.0,12458.0,12644.0,12595.0,262.0,2.12,137.0,1.1,-49.0,-0.39,72.0,-163.0,42.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
106041127,Muswellbrook Surrounds,NSW,1,3877.0,4070.0,4102.0,4081.0,4206.0,4264.0,162.0,3.95,183.0,4.48,58.0,1.38,5.0,36.0,17.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
106041128,Scone,NSW,1,5388.0,5972.0,6035.0,6041.0,6032.0,5998.0,-37.0,-0.61,-43.0,-0.71,-34.0,-0.56,-7.0,-75.0,48.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
106041129,Scone Surrounds,NSW,1,8042.0,8011.0,8377.0,8253.0,8389.0,8425.0,48.0,0.57,172.0,2.08,36.0,0.43,1.0,16.0,19.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
107011131,Dapto - Avondale,NSW,1,21968.0,23313.0,23813.0,24334.0,24802.0,24842.0,1029.0,4.32,508.0,2.09,40.0,0.16,44.0,-44.0,40.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
107011132,Horsley - Kembla Grange,NSW,1,6136.0,7712.0,8626.0,11192.0,14094.0,14750.0,6124.0,70.99,3558.0,31.79,656.0,4.65,107.0,526.0,23.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
107011133,Port Kembla Industrial,NSW,1,30.0,31.0,15.0,8.0,7.0,7.0,-8.0,-53.33,-1.0,-12.5,0.0,0.0,0.0,0.0,0.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
107011134,Unanderra - Mount Kembla,NSW,1,16092.0,16245.0,15991.0,15480.0,15369.0,15414.0,-577.0,-3.61,-66.0,-0.43,45.0,0.29,-2.0,1.0,46.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
107011545,Berkeley - Lake Heights - Cringila,NSW,1,13786.0,13516.0,14181.0,14252.0,14241.0,14288.0,107.0,0.75,36.0,0.25,47.0,0.33,44.0,-63.0,66.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
107011546,Port Kembla - Warrawong,NSW,1,10145.0,10033.0,10111.0,9862.0,9765.0,9681.0,-430.0,-4.25,-181.0,-1.84,-84.0,-0.86,-9.0,-114.0,39.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
107011547,Windang - Primbee,NSW,1,4145.0,4359.0,4357.0,4267.0,4223.0,4224.0,-133.0,-3.05,-43.0,-1.01,1.0,0.02,-2.0,-22.0,25.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
107021135,Illawarra Catchment Reserve,NSW,1,13.0,13.0,7.0,5.0,5.0,5.0,-2.0,-28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
107031136,Albion Park - Macquarie Pass,NSW,1,11670.0,13946.0,14559.0,17635.0,22722.0,23649.0,9090.0,62.44,6014.0,34.1,927.0,4.08,233.0,655.0,39.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
107031137,Albion Park Rail,NSW,1,7587.0,7265.0,7112.0,6940.0,6848.0,6883.0,-229.0,-3.22,-57.0,-0.82,35.0,0.51,-8.0,30.0,13.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
107031138,Kiama,NSW,1,6699.0,7319.0,7789.0,8582.0,9032.0,9038.0,1249.0,16.04,456.0,5.31,6.0,0.07,-37.0,-1.0,44.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
107031139,Kiama Downs - Minnamurra,NSW,1,6311.0,5959.0,6088.0,6080.0,5969.0,5923.0,-165.0,-2.71,-157.0,-2.58,-46.0,-0.77,9.0,-71.0,16.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
107031140,Kiama Hinterland - Gerringong,NSW,1,6716.0,7183.0,7930.0,8124.0,8093.0,8121.0,191.0,2.41,-3.0,-0.04,28.0,0.35,-34.0,30.0,32.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
107031141,Shellharbour - Flinders,NSW,1,8143.0,13716.0,16641.0,19104.0,20502.0,20964.0,4323.0,25.98,1860.0,9.74,462.0,2.25,75.0,325.0,62.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
107031142,Shellharbour - Oak Flats,NSW,1,10170.0,9917.0,10149.0,10496.0,10969.0,11007.0,858.0,8.45,511.0,4.87,38.0,0.35,43.0,-47.0,42.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
107031143,Warilla,NSW,1,21813.0,20753.0,21013.0,20766.0,20628.0,20725.0,-288.0,-1.37,-41.0,-0.2,97.0,0.47,60.0,-25.0,62.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
107041144,Balgownie - Fairy Meadow,NSW,1,19963.0,20892.0,21754.0,21840.0,22163.0,22303.0,549.0,2.52,463.0,2.12,140.0,0.63,51.0,-114.0,203.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
107041145,Corrimal - Tarrawanna - Bellambi,NSW,1,15582.0,15677.0,15918.0,16060.0,16483.0,16704.0,786.0,4.94,644.0,4.01,221.0,1.34,81.0,68.0,72.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
107041146,Figtree - Keiraville,NSW,1,19880.0,20813.0,21536.0,22865.0,23599.0,23776.0,2240.0,10.4,911.0,3.98,177.0,0.75,20.0,-91.0,248.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
107041147,Helensburgh,NSW,1,8118.0,8669.0,9015.0,9196.0,9139.0,9174.0,159.0,1.76,-22.0,-0.24,35.0,0.38,47.0,-44.0,32.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
107041148,Thirroul - Austinmer - Coalcliff,NSW,1,10592.0,11086.0,11607.0,11925.0,12088.0,12148.0,541.0,4.66,223.0,1.87,60.0,0.5,61.0,-81.0,80.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
107041150,Woonona - Bulli - Russell Vale,NSW,1,17234.0,19183.0,20122.0,20814.0,20855.0,20974.0,852.0,4.23,160.0,0.77,119.0,0.57,-20.0,58.0,81.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
107041548,Wollongong - East,NSW,1,9764.0,12852.0,14241.0,15923.0,17820.0,18274.0,4033.0,28.32,2351.0,14.76,454.0,2.55,33.0,6.0,415.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
107041549,Wollongong - West,NSW,1,14827.0,16074.0,17049.0,17058.0,17383.0,17595.0,546.0,3.2,537.0,3.15,212.0,1.22,108.0,-199.0,303.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
108011151,Bulahdelah - Stroud,NSW,1,4293.0,4768.0,4804.0,5099.0,5398.0,5482.0,678.0,14.11,383.0,7.51,84.0,1.56,-10.0,84.0,10.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
108011152,Forster,NSW,1,13027.0,14139.0,14450.0,14740.0,14918.0,15043.0,593.0,4.1,303.0,2.06,125.0,0.84,-144.0,234.0,35.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
108011153,Forster-Tuncurry Surrounds,NSW,1,4949.0,5801.0,6131.0,6793.0,7243.0,7407.0,1276.0,20.81,614.0,9.04,164.0,2.26,-3.0,155.0,12.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
108011154,Tuncurry,NSW,1,5825.0,5998.0,6185.0,6366.0,6308.0,6229.0,44.0,0.71,-137.0,-2.15,-79.0,-1.25,-149.0,55.0,15.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
108021155,Kempsey,NSW,1,13718.0,14722.0,15055.0,15701.0,16255.0,16272.0,1217.0,8.08,571.0,3.64,17.0,0.1,-59.0,35.0,41.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
108021156,Kempsey Surrounds,NSW,1,9334.0,9270.0,9167.0,9429.0,9607.0,9671.0,504.0,5.5,242.0,2.57,64.0,0.67,41.0,2.0,21.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
108021157,Macksville - Scotts Head,NSW,1,4616.0,4720.0,4880.0,5174.0,5378.0,5383.0,503.0,10.31,209.0,4.04,5.0,0.09,-15.0,12.0,8.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
108021158,Nambucca Heads,NSW,1,6697.0,6872.0,6885.0,7083.0,7236.0,7304.0,419.0,6.09,221.0,3.12,68.0,0.94,-61.0,117.0,12.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
108021159,Nambucca Heads Surrounds,NSW,1,6713.0,7548.0,7773.0,8033.0,8436.0,8550.0,777.0,10.0,517.0,6.44,114.0,1.35,20.0,81.0,13.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
108021160,South West Rocks,NSW,1,4157.0,5044.0,5190.0,5534.0,5965.0,6021.0,831.0,16.01,487.0,8.8,56.0,0.94,-41.0,79.0,18.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
108031161,Lord Howe Island,NSW,1,363.0,385.0,411.0,438.0,447.0,442.0,31.0,7.54,4.0,0.91,-5.0,-1.12,0.0,-5.0,0.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
108041162,Laurieton - Bonny Hills,NSW,1,13784.0,16101.0,16751.0,18238.0,19520.0,19995.0,3244.0,19.37,1757.0,9.63,475.0,2.43,-124.0,555.0,44.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
108041164,Port Macquarie - West,NSW,1,12360.0,15261.0,17224.0,20433.0,23431.0,23991.0,6767.0,39.29,3558.0,17.41,560.0,2.39,-128.0,626.0,62.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
108041165,Port Macquarie Surrounds,NSW,1,5244.0,5204.0,5342.0,5323.0,5303.0,5331.0,-11.0,-0.21,8.0,0.15,28.0,0.53,-4.0,26.0,6.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
108041166,Wauchope,NSW,1,8642.0,10415.0,11131.0,12511.0,13495.0,13754.0,2623.0,23.56,1243.0,9.94,259.0,1.92,60.0,177.0,22.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
108041619,Port Macquarie - East,NSW,1,10559.0,11261.0,11723.0,11755.0,11850.0,11908.0,185.0,1.58,153.0,1.3,58.0,0.49,26.0,-29.0,61.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
108041620,Port Macquarie - South,NSW,1,14285.0,16190.0,16851.0,17256.0,17488.0,17470.0,619.0,3.67,214.0,1.24,-18.0,-0.1,-119.0,39.0,62.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
108051167,Gloucester,NSW,1,4888.0,4929.0,5084.0,5244.0,5362.0,5379.0,295.0,5.8,135.0,2.57,17.0,0.32,-36.0,42.0,11.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
108051168,Old Bar - Manning Point - Red Head,NSW,1,7700.0,9800.0,10484.0,12147.0,13205.0,13450.0,2966.0,28.29,1303.0,10.73,245.0,1.86,2.0,224.0,19.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
108051169,Taree,NSW,1,20386.0,20555.0,20882.0,21259.0,21442.0,21421.0,539.0,2.58,162.0,0.76,-21.0,-0.1,-83.0,14.0,48.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
108051170,Taree Surrounds,NSW,1,10888.0,11824.0,12376.0,12905.0,13473.0,13626.0,1250.0,10.1,721.0,5.59,153.0,1.14,-31.0,168.0,16.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
108051171,Wingham,NSW,1,5563.0,5499.0,5493.0,5455.0,5404.0,5437.0,-56.0,-1.02,-18.0,-0.33,33.0,0.61,-7.0,36.0,4.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
109011172,Albury - East,NSW,1,9898.0,13007.0,14842.0,17306.0,20241.0,20822.0,5980.0,40.29,3516.0,20.32,581.0,2.87,159.0,350.0,72.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
109011173,Albury - North,NSW,1,9198.0,9606.0,9900.0,10514.0,10720.0,10754.0,854.0,8.63,240.0,2.28,34.0,0.32,21.0,-20.0,33.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
109011174,Albury - South,NSW,1,10893.0,10968.0,10727.0,10565.0,10332.0,10310.0,-417.0,-3.89,-255.0,-2.41,-22.0,-0.21,-84.0,0.0,62.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
109011175,Albury Surrounds,NSW,1,11096.0,11110.0,11669.0,12283.0,13206.0,13394.0,1725.0,14.78,1111.0,9.05,188.0,1.42,37.0,129.0,22.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
109011176,Lavington,NSW,1,14498.0,14377.0,14614.0,15535.0,15756.0,15832.0,1218.0,8.33,297.0,1.91,76.0,0.48,93.0,-81.0,64.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
109021177,Hay,NSW,1,3620.0,3153.0,3023.0,2923.0,2893.0,2926.0,-97.0,-3.21,3.0,0.1,33.0,1.14,17.0,4.0,12.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
109021178,Wentworth - Buronga,NSW,1,6179.0,5996.0,6049.0,6459.0,6843.0,6904.0,855.0,14.13,445.0,6.89,61.0,0.89,43.0,0.0,18.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
109021179,Wentworth-Balranald Region,NSW,1,4321.0,3809.0,3708.0,3683.0,3714.0,3725.0,17.0,0.46,42.0,1.14,11.0,0.3,16.0,-20.0,15.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
109031180,Corowa,NSW,1,5589.0,5803.0,5597.0,5574.0,5615.0,5618.0,21.0,0.38,44.0,0.79,3.0,0.05,-22.0,13.0,12.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
109031181,Corowa Surrounds,NSW,1,6318.0,6649.0,6817.0,7113.0,7575.0,7654.0,837.0,12.28,541.0,7.61,79.0,1.04,-10.0,77.0,12.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
109031182,Deniliquin,NSW,1,8266.0,7366.0,7549.0,7122.0,7102.0,7072.0,-477.0,-6.32,-50.0,-0.7,-30.0,-0.42,-8.0,-50.0,28.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
109031183,Deniliquin Surrounds,NSW,1,8216.0,7089.0,6866.0,6820.0,6956.0,7020.0,154.0,2.24,200.0,2.93,64.0,0.92,11.0,37.0,16.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
109031184,Moama,NSW,1,3996.0,5263.0,5849.0,6681.0,7710.0,8036.0,2187.0,37.39,1355.0,20.28,326.0,4.23,-4.0,311.0,19.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
109031185,Tocumwal - Finley - Jerilderie,NSW,1,9647.0,9600.0,9851.0,9869.0,9943.0,10011.0,160.0,1.62,142.0,1.44,68.0,0.68,-45.0,79.0,34.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
110011186,Armidale,NSW,1,22969.0,23349.0,23979.0,24409.0,24495.0,24436.0,457.0,1.91,27.0,0.11,-59.0,-0.24,41.0,-328.0,228.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
110011187,Armidale Surrounds - North,NSW,1,4282.0,4397.0,4543.0,4549.0,4657.0,4692.0,149.0,3.28,143.0,3.14,35.0,0.75,1.0,14.0,20.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
110011188,Armidale Surrounds - South,NSW,1,6038.0,6189.0,6153.0,5982.0,5994.0,6033.0,-120.0,-1.95,51.0,0.85,39.0,0.65,7.0,19.0,13.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
110011189,Walcha,NSW,1,3454.0,3328.0,3268.0,3182.0,3141.0,3131.0,-137.0,-4.19,-51.0,-1.6,-10.0,-0.32,-4.0,-10.0,4.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
110021190,Glen Innes,NSW,1,8818.0,8939.0,8926.0,8946.0,9005.0,9069.0,143.0,1.6,123.0,1.37,64.0,0.71,-33.0,85.0,12.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
110021191,Inverell,NSW,1,11006.0,11664.0,11870.0,12130.0,12336.0,12374.0,504.0,4.25,244.0,2.01,38.0,0.31,24.0,-30.0,44.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
110021192,Inverell Surrounds - East,NSW,1,5221.0,5387.0,5365.0,5262.0,5250.0,5244.0,-121.0,-2.26,-18.0,-0.34,-6.0,-0.11,-13.0,-12.0,19.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
110021193,Inverell Surrounds - West,NSW,1,6251.0,5857.0,5998.0,5839.0,5751.0,5791.0,-207.0,-3.45,-48.0,-0.82,40.0,0.7,-16.0,52.0,4.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
110021194,Tenterfield,NSW,1,6842.0,6941.0,6713.0,6779.0,7120.0,7188.0,475.0,7.08,409.0,6.03,68.0,0.96,-15.0,70.0,13.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
110031195,Moree,NSW,1,10131.0,8764.0,8570.0,8020.0,8038.0,8020.0,-550.0,-6.42,0.0,0.0,-18.0,-0.22,81.0,-116.0,17.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
110031196,Moree Surrounds,NSW,1,6614.0,5802.0,5687.0,5490.0,5288.0,5271.0,-416.0,-7.31,-219.0,-3.99,-17.0,-0.32,30.0,-51.0,4.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
110031197,Narrabri,NSW,1,7541.0,7204.0,7318.0,7072.0,6994.0,6942.0,-376.0,-5.14,-130.0,-1.84,-52.0,-0.74,2.0,-68.0,14.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
110031198,Narrabri Surrounds,NSW,1,5721.0,4980.0,4943.0,4755.0,4610.0,4602.0,-341.0,-6.9,-153.0,-3.22,-8.0,-0.17,18.0,-32.0,6.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
110041199,Gunnedah,NSW,1,8978.0,8962.0,9322.0,9856.0,10126.0,10144.0,822.0,8.82,288.0,2.92,18.0,0.18,34.0,-45.0,29.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
110041200,Gunnedah Surrounds,NSW,1,4488.0,4592.0,4323.0,4331.0,4526.0,4611.0,288.0,6.66,280.0,6.47,85.0,1.88,35.0,46.0,4.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
110041201,Quirindi,NSW,1,7977.0,7738.0,7836.0,7702.0,7679.0,7671.0,-165.0,-2.11,-31.0,-0.4,-8.0,-0.1,17.0,-33.0,8.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
110041202,Tamworth - East,NSW,1,18804.0,20346.0,20742.0,21518.0,22636.0,22677.0,1935.0,9.33,1159.0,5.39,41.0,0.18,88.0,-172.0,125.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
110041203,Tamworth - North,NSW,1,13420.0,13797.0,15100.0,16517.0,16876.0,16839.0,1739.0,11.52,322.0,1.95,-37.0,-0.22,45.0,-179.0,97.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
110041204,Tamworth - West,NSW,1,4788.0,5486.0,5740.0,6099.0,6458.0,6508.0,768.0,13.38,409.0,6.71,50.0,0.77,82.0,-66.0,34.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
110041205,Tamworth Surrounds,NSW,1,16382.0,17706.0,18667.0,19110.0,19855.0,20158.0,1491.0,7.99,1048.0,5.48,303.0,1.53,25.0,248.0,30.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
111011206,Belmont - Bennetts Green,NSW,1,16335.0,17607.0,18195.0,18016.0,17888.0,17863.0,-332.0,-1.82,-153.0,-0.85,-25.0,-0.14,-35.0,-26.0,36.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
111011207,Belmont South - Blacksmiths,NSW,1,5639.0,5842.0,5795.0,5718.0,5795.0,5777.0,-18.0,-0.31,59.0,1.03,-18.0,-0.31,-8.0,-25.0,15.0,SRC-ABS-SA2-ERP-2025,ASGS Edition 3 (2021)
